epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,138.035,1.10882,2.49276,0.95589,0.98152,0.93577,0.98313,0.69189,1.07826,0.70537,1.00589,0.00997642,0.00332547,0.00997642,0.00332547,0.00997642,0.00332547,0.00997642,0.00332547
2,267.091,1.01341,0.6558,0.93098,0.97173,0.94204,0.98639,0.71706,1.00897,0.66824,1.04948,0.0197786,0.00659288,0.0197786,0.00659288,0.0197786,0.00659288,0.0197786,0.00659288
3,395.365,1.04196,0.60056,0.95013,0.97308,0.95867,0.98525,0.69075,1.02204,0.53927,1.04683,0.0293829,0.00979429,0.0293829,0.00979429,0.0293829,0.00979429,0.0293829,0.00979429
4,522.865,0.98807,0.54057,0.94818,0.96942,0.95769,0.97569,0.71442,1.04715,0.49894,1.05834,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703
5,650.133,0.92351,0.48509,0.93167,0.9777,0.96731,0.98271,0.73424,0.9113,0.44198,1.00603,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604
6,777.712,0.8784,0.46271,0.91772,0.98032,0.96958,0.98464,0.73072,0.93352,0.43188,1.00284,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505
7,905.377,0.8619,0.44407,0.91556,0.97938,0.96085,0.98495,0.71564,0.96258,0.44246,1.00274,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
8,1032.43,0.83416,0.43066,0.90559,0.98486,0.94092,0.96957,0.73574,0.86258,0.42406,1.00501,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
9,1160.03,0.82161,0.41996,0.90433,0.97616,0.96557,0.98238,0.71833,0.97642,0.42682,1.01247,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
10,1286.97,0.80568,0.40764,0.8992,0.98429,0.94093,0.9731,0.73188,0.8676,0.39781,0.9886,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
11,1414.31,0.8081,0.40939,0.89742,0.98101,0.97051,0.98905,0.74845,0.85126,0.38986,0.98968,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
12,1541.65,0.78733,0.39684,0.89711,0.98324,0.9774,0.99237,0.75161,0.87265,0.37328,0.98118,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
13,1669.18,0.78021,0.39009,0.89315,0.98603,0.97009,0.98922,0.74992,0.85444,0.38174,0.98375,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
14,1796.14,0.7717,0.38365,0.88779,0.97728,0.9714,0.98894,0.75313,0.84068,0.36867,0.97566,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
15,1923.4,0.77174,0.38368,0.88674,0.98429,0.97091,0.98622,0.74727,0.8303,0.36479,0.98078,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
16,2050.4,0.76407,0.3789,0.88899,0.97948,0.94926,0.97569,0.74901,0.81733,0.3772,0.97397,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
17,2177.76,0.74832,0.36918,0.88073,0.9822,0.96491,0.98277,0.7522,0.82684,0.36214,0.98454,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
18,2305.3,0.74106,0.3658,0.88021,0.98283,0.96466,0.97994,0.75212,0.80339,0.35351,0.96733,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
19,2433.57,0.73883,0.36393,0.87845,0.98599,0.96882,0.98678,0.75586,0.8036,0.35781,0.98039,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
20,2561.43,0.73768,0.36247,0.88102,0.98629,0.96861,0.98372,0.76113,0.81333,0.35451,0.97437,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
21,2689.27,0.73297,0.36051,0.87672,0.98385,0.96307,0.98458,0.75622,0.80631,0.34337,0.97587,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
