epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,201.163,1.11535,2.49341,0.99417,0.98438,0.96088,0.99257,0.7057,1.00947,0.67868,1.03658,0.00997642,0.00332547,0.00997642,0.00332547,0.00997642,0.00332547,0.00997642,0.00332547
2,332.08,1.01206,0.65869,0.95672,0.98277,0.94983,0.98842,0.69943,1.05394,0.54121,1.02816,0.0197786,0.00659288,0.0197786,0.00659288,0.0197786,0.00659288,0.0197786,0.00659288
3,461.527,1.0376,0.58825,0.96822,0.95889,0.9444,0.97878,0.68048,1.09853,0.569,1.05857,0.0293829,0.00979429,0.0293829,0.00979429,0.0293829,0.00979429,0.0293829,0.00979429
4,588.801,0.98211,0.5367,0.94814,0.98922,0.93858,0.98272,0.72888,0.95122,0.47804,1.02125,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703
5,718.532,0.9383,0.48913,0.94335,0.99129,0.94248,0.98215,0.72625,0.91886,0.45952,1.00559,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604
6,846.55,0.88831,0.4627,0.92158,0.98645,0.94866,0.97697,0.72016,0.9343,0.4589,1.04066,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505
7,975.689,0.86698,0.44617,0.91802,0.97755,0.94966,0.98185,0.73218,0.89566,0.43143,1.01683,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
8,1104.24,0.83601,0.43031,0.90801,0.98808,0.96257,0.98582,0.73098,0.91432,0.41089,1.00743,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
9,1232.06,0.81969,0.41801,0.90424,0.98169,0.95058,0.98272,0.74557,0.86713,0.40978,0.98656,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
10,1359.43,0.80774,0.4111,0.8984,0.97414,0.96417,0.9853,0.74663,0.86277,0.40035,0.9888,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
11,1487.71,0.79252,0.40055,0.89558,0.97697,0.95863,0.97742,0.73546,0.86353,0.39512,0.98061,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
12,1616.14,0.79278,0.39813,0.89816,0.97899,0.96468,0.983,0.75715,0.81171,0.37664,0.97444,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
13,1744.07,0.77662,0.38835,0.89375,0.99017,0.94501,0.97603,0.74148,0.83997,0.3876,0.98455,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
14,1872.1,0.77298,0.38533,0.88907,0.97957,0.9658,0.98514,0.74146,0.87453,0.38042,1.01798,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
15,2008.35,0.76757,0.37856,0.88831,0.98358,0.96395,0.98299,0.75289,0.82424,0.37016,0.97899,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
16,2136.69,0.74702,0.37022,0.88113,0.98147,0.96204,0.98299,0.75828,0.8268,0.36154,0.98997,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
17,2264.36,0.74537,0.3681,0.88221,0.97718,0.97261,0.98544,0.7518,0.81542,0.36997,0.98138,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
18,2391.77,0.75328,0.36878,0.88364,0.98356,0.97097,0.98931,0.75221,0.82031,0.35663,0.97618,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
19,2519.44,0.7396,0.3645,0.87758,0.97776,0.97431,0.99225,0.75818,0.80607,0.35755,0.98027,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
20,2647.27,0.74042,0.36269,0.88268,0.99039,0.96579,0.98553,0.75268,0.81871,0.35996,0.96922,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
21,2775.12,0.73297,0.35899,0.8784,0.97837,0.95778,0.97335,0.7494,0.81486,0.35537,0.97525,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
22,2902.55,0.73571,0.35832,0.87863,0.98952,0.94915,0.97286,0.74535,0.82683,0.36276,0.98496,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
23,3031.45,0.72492,0.35197,0.87476,0.98288,0.95579,0.97327,0.74995,0.8033,0.35803,0.97455,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
24,3159.13,0.71622,0.34831,0.87604,0.97935,0.97199,0.98674,0.75748,0.79596,0.3466,0.97336,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
25,3286.36,0.7189,0.34957,0.87508,0.98681,0.95635,0.97301,0.74754,0.80858,0.35768,0.96898,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
26,3414.14,0.70979,0.34338,0.86928,0.98485,0.96677,0.99028,0.75812,0.82143,0.34984,0.96934,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
27,3541.35,0.71259,0.34575,0.87672,0.9842,0.95812,0.98307,0.75225,0.81766,0.3481,0.96996,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
28,3669.69,0.71288,0.34483,0.87267,0.98168,0.96842,0.98324,0.76061,0.79526,0.33628,0.96783,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
29,3797.6,0.70691,0.34077,0.87165,0.98316,0.97396,0.99189,0.76017,0.80326,0.33786,0.96044,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
30,3925.02,0.69866,0.33701,0.87038,0.98272,0.97296,0.98669,0.76121,0.81046,0.33462,0.97291,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
31,4053.02,0.70181,0.33829,0.87053,0.98238,0.97154,0.98677,0.76187,0.80463,0.34509,0.97183,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
32,4180.49,0.70229,0.33657,0.87265,0.98186,0.96043,0.97801,0.75716,0.79702,0.34106,0.97263,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
33,4308.69,0.69345,0.33448,0.86697,0.98964,0.97157,0.98056,0.75779,0.79183,0.33235,0.97271,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
34,4437.25,0.6949,0.33188,0.87046,0.98148,0.97065,0.98644,0.75933,0.79212,0.32925,0.96677,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
35,4566.29,0.68662,0.32838,0.86552,0.98711,0.96629,0.98062,0.75843,0.77384,0.33382,0.96445,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
36,4693.47,0.69102,0.33203,0.86804,0.9824,0.96936,0.98077,0.75734,0.79034,0.32814,0.96864,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
37,4821.48,0.68929,0.32851,0.8667,0.98503,0.97642,0.98989,0.76084,0.81394,0.32979,0.97619,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
38,4948.97,0.68541,0.32606,0.86462,0.98302,0.9737,0.98664,0.76158,0.79317,0.32916,0.96722,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
39,5076.44,0.68737,0.32774,0.86861,0.98493,0.96717,0.98339,0.75824,0.78875,0.32337,0.96605,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,5203.85,0.67995,0.32226,0.86243,0.98357,0.96967,0.98661,0.76237,0.78345,0.32109,0.96763,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,5331.54,0.67625,0.3201,0.86377,0.98319,0.97446,0.98947,0.76337,0.78791,0.32172,0.96779,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,5458.72,0.6742,0.32128,0.86126,0.98465,0.97448,0.98403,0.76477,0.77042,0.32157,0.96606,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,5586.87,0.67547,0.31868,0.86517,0.98036,0.97063,0.98339,0.75758,0.7948,0.32039,0.97073,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,5714.51,0.67445,0.31848,0.86204,0.98407,0.96068,0.97706,0.75993,0.78126,0.32729,0.96717,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,5842,0.66584,0.31567,0.86125,0.98289,0.97378,0.98417,0.76383,0.7741,0.3169,0.96239,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,5969.71,0.668,0.31692,0.85909,0.98219,0.96966,0.98344,0.76317,0.77657,0.31484,0.95871,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,6097.02,0.66401,0.3138,0.86132,0.97825,0.97736,0.98717,0.76258,0.77665,0.32029,0.96607,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,6224.57,0.66652,0.31327,0.86096,0.98407,0.97363,0.98722,0.76738,0.768,0.31956,0.96463,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
