epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,138.895,1.2549,2.87413,1.02713,0.83424,0.84885,0.88107,0.56734,1.2975,1.29418,1.09067,0.00997537,0.00332512,0.00997537,0.00332512,0.00997537,0.00332512,0.00997537,0.00332512
2,265.14,1.12424,0.72208,0.98776,0.85958,0.85857,0.90108,0.54214,1.43827,0.89741,1.15385,0.0197776,0.00659254,0.0197776,0.00659254,0.0197776,0.00659254,0.0197776,0.00659254
3,391.016,1.15274,0.65691,1.00698,0.86077,0.82433,0.88037,0.51202,1.56789,1.0483,1.19807,0.0293819,0.00979395,0.0293819,0.00979395,0.0293819,0.00979395,0.0293819,0.00979395
4,516.182,1.09771,0.58748,0.99253,0.87021,0.86246,0.91079,0.56666,1.38434,0.73884,1.09838,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703
5,640.024,1.03442,0.54025,0.97419,0.94088,0.78305,0.91328,0.57361,1.37718,0.71459,1.09344,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604
6,765.171,0.98667,0.50653,0.96312,0.93068,0.77333,0.87525,0.53175,1.50755,0.77816,1.15048,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505
7,889.378,0.96155,0.49213,0.9557,0.88925,0.84597,0.91121,0.56606,1.43956,0.69386,1.1583,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
8,1014.03,0.93768,0.47413,0.94738,0.84923,0.86527,0.90322,0.60387,1.25058,0.67095,1.07659,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
9,1139.44,0.91793,0.45925,0.94312,0.86322,0.88496,0.91652,0.60253,1.33909,0.67065,1.1059,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
10,1266.35,0.89978,0.44938,0.92734,0.84708,0.85257,0.90632,0.59459,1.31098,0.68789,1.09972,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
11,1390.98,0.8887,0.43888,0.92638,0.86525,0.83723,0.89033,0.58632,1.3506,0.66458,1.09647,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
12,1517.91,0.87554,0.4331,0.92669,0.83471,0.87357,0.90999,0.61144,1.25551,0.65144,1.07928,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
13,1643.66,0.85689,0.42545,0.91782,0.86661,0.8751,0.90439,0.60197,1.28694,0.64304,1.11751,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
14,1769,0.84861,0.42094,0.91412,0.8942,0.80662,0.89445,0.59731,1.29702,0.66134,1.09011,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
15,1894.52,0.84507,0.41384,0.91178,0.85401,0.88855,0.91025,0.61612,1.24918,0.60183,1.07388,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
16,2021.81,0.82239,0.40431,0.91013,0.86488,0.8341,0.89363,0.60882,1.2236,0.64018,1.05759,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
17,2147.01,0.82037,0.40333,0.90506,0.88803,0.828,0.90474,0.61152,1.27213,0.61306,1.13815,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
18,2272.86,0.81577,0.39821,0.90804,0.86658,0.87373,0.90524,0.60025,1.34223,0.64872,1.12505,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
19,2398.67,0.80652,0.39342,0.90183,0.88152,0.83602,0.8826,0.59364,1.34695,0.62482,1.13557,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
20,2524.75,0.79611,0.38834,0.90119,0.90998,0.8636,0.9281,0.62748,1.1783,0.56135,1.03651,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
21,2649.61,0.80565,0.3899,0.90303,0.88932,0.83156,0.90269,0.61947,1.22859,0.63208,1.06698,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
22,2775.19,0.78806,0.38235,0.89667,0.88064,0.87584,0.91525,0.62811,1.18773,0.56058,1.06134,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
