epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,160.932,1.0914,2.54134,0.95286,0.86273,0.85119,0.91653,0.61097,1.32458,1.26668,1.09216,0.00997537,0.00332512,0.00997537,0.00332512,0.00997537,0.00332512,0.00997537,0.00332512
2,289.134,0.98797,0.64462,0.92392,0.891,0.78761,0.87143,0.6016,1.29987,0.84642,1.10551,0.0197776,0.00659254,0.0197776,0.00659254,0.0197776,0.00659254,0.0197776,0.00659254
3,415.019,1.02144,0.58843,0.94723,0.91768,0.80954,0.891,0.58589,1.32795,0.79687,1.12535,0.0293819,0.00979395,0.0293819,0.00979395,0.0293819,0.00979395,0.0293819,0.00979395
4,539.424,0.96599,0.52601,0.94659,0.89984,0.8117,0.89102,0.59386,1.31165,0.73533,1.11945,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703
5,664.208,0.91133,0.48527,0.93126,0.88279,0.88752,0.9163,0.61213,1.27738,0.70075,1.10288,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604
6,788.666,0.87154,0.45664,0.92348,0.92285,0.86569,0.92063,0.62674,1.19412,0.63431,1.07279,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505
7,913.97,0.83999,0.4372,0.91437,0.90863,0.82548,0.90055,0.61654,1.22093,0.67172,1.06824,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
8,1044.25,0.81923,0.42092,0.90571,0.89016,0.83051,0.89656,0.62005,1.20311,0.73959,1.06288,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
9,1169.81,0.79791,0.40946,0.90207,0.9045,0.86332,0.91687,0.62089,1.19807,0.61416,1.06584,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
10,1295.21,0.79505,0.40416,0.90008,0.89449,0.87182,0.9328,0.64922,1.14429,0.57608,1.03941,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
11,1419.44,0.77437,0.39403,0.8976,0.88536,0.88369,0.92825,0.64114,1.13971,0.56201,1.04795,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
12,1543.1,0.77649,0.38906,0.8948,0.90099,0.86361,0.90872,0.63187,1.15974,0.68823,1.05033,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
13,1666.76,0.76511,0.38385,0.89412,0.90508,0.8595,0.91418,0.62392,1.19925,0.63029,1.08205,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
14,1790.32,0.7558,0.37653,0.88979,0.87805,0.86857,0.91849,0.62028,1.24786,0.60759,1.10841,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
15,1913.67,0.74516,0.37338,0.88596,0.90385,0.88841,0.92705,0.64039,1.1708,0.5419,1.05549,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
16,2037.27,0.744,0.36849,0.88484,0.87742,0.88526,0.91395,0.63626,1.17043,0.5775,1.05431,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
