epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,242.299,1.22723,1.77205,0.97734,0.91849,0.82222,0.89514,0.51393,1.60777,0.9168,1.14718,0.00997537,0.00332512,0.00997537,0.00332512,0.00997537,0.00332512,0.00997537,0.00332512
2,544.578,1.06956,0.58667,0.92963,0.89215,0.8469,0.8896,0.56115,1.34925,0.86021,1.09036,0.0197776,0.00659254,0.0197776,0.00659254,0.0197776,0.00659254,0.0197776,0.00659254
3,756.63,1.12352,0.63262,0.95075,0.86779,0.8129,0.88194,0.56763,1.32868,0.85927,1.076,0.0293819,0.00979395,0.0293819,0.00979395,0.0293819,0.00979395,0.0293819,0.00979395
4,968.719,1.0733,0.58647,0.94961,0.89218,0.77411,0.87056,0.56338,1.31859,0.8592,1.09481,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703
5,1180.45,1.00032,0.52579,0.93331,0.8933,0.80788,0.88451,0.57587,1.35295,0.72967,1.12639,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604
6,1391.29,0.94527,0.49531,0.92346,0.94592,0.77689,0.87056,0.57797,1.33292,0.82697,1.09842,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505
7,1602.83,0.9161,0.47147,0.91402,0.92447,0.79001,0.85877,0.55155,1.44916,0.725,1.1554,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
8,1814.74,0.88954,0.45456,0.91052,0.91421,0.85081,0.90131,0.60969,1.23828,0.62213,1.0719,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
9,2026.16,0.86139,0.43776,0.90525,0.90209,0.84335,0.90826,0.60845,1.23929,0.59891,1.06637,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
10,2333.4,0.84913,0.42838,0.90122,0.88841,0.82678,0.89941,0.59889,1.27074,0.65354,1.08646,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
11,2548.26,0.83426,0.42108,0.89989,0.89513,0.8191,0.88215,0.58387,1.37503,0.65645,1.12442,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
12,2860.61,0.82741,0.41245,0.89906,0.88346,0.87361,0.90809,0.60295,1.28206,0.60737,1.06998,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
13,3069.54,0.81846,0.40811,0.89662,0.89438,0.83852,0.89895,0.62476,1.21298,0.63224,1.05933,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
14,3279.61,0.79878,0.3987,0.89076,0.89326,0.85373,0.88343,0.60201,1.26537,0.61577,1.07701,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
15,3489.56,0.78847,0.39479,0.8865,0.82498,0.89253,0.90098,0.62577,1.19855,0.59534,1.06265,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
16,3701.94,0.78856,0.38974,0.88935,0.85489,0.87594,0.9081,0.63455,1.19009,0.61413,1.06427,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
17,3914.07,0.76972,0.38157,0.88461,0.87456,0.88718,0.93168,0.64781,1.10272,0.55111,1.00764,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
18,4124.79,0.77492,0.38239,0.88658,0.91882,0.83164,0.89365,0.62075,1.23153,0.60845,1.0804,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
19,4333.97,0.75326,0.3708,0.87914,0.85825,0.87161,0.90519,0.62781,1.17322,0.5837,1.03668,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
20,4545.51,0.75824,0.37134,0.88051,0.90249,0.84917,0.92239,0.64215,1.1271,0.55984,1.02259,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
21,4755.79,0.74869,0.36622,0.88041,0.90118,0.85326,0.90673,0.62421,1.19992,0.57138,1.05029,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
22,4966.09,0.74527,0.36519,0.87705,0.89498,0.8673,0.91774,0.63471,1.15652,0.55418,1.04346,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
23,5176.3,0.74093,0.36262,0.87826,0.89341,0.86706,0.91743,0.63383,1.15395,0.58895,1.02999,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
24,5385.53,0.73554,0.36035,0.878,0.92051,0.84824,0.92127,0.6367,1.15789,0.55793,1.046,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
25,5595.36,0.74138,0.35828,0.87967,0.89694,0.87546,0.9169,0.64157,1.1654,0.54681,1.04164,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
26,5804.38,0.72651,0.35085,0.87436,0.92252,0.84818,0.90174,0.62688,1.19257,0.55271,1.05566,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
27,6013.5,0.72026,0.35056,0.87169,0.87631,0.86395,0.89912,0.63047,1.2111,0.58964,1.0663,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
28,6224.29,0.71943,0.34915,0.87289,0.8988,0.86137,0.91321,0.63879,1.16759,0.54992,1.03496,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
