epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,237.995,1.92156,5.30441,2.46014,0.89361,0.80891,0.89499,0.52184,1.59806,1.9593,1.83139,0.00997537,0.00332512,0.00997537,0.00332512,0.00997537,0.00332512,0.00997537,0.00332512
2,590.814,1.26349,1.08489,1.4184,0.88714,0.84718,0.91669,0.5667,1.34824,1.34993,1.62211,0.0197776,0.00659254,0.0197776,0.00659254,0.0197776,0.00659254,0.0197776,0.00659254
3,804.424,1.20881,0.81602,1.34383,0.91387,0.83876,0.90713,0.52332,1.52691,1.34133,1.80733,0.0293819,0.00979395,0.0293819,0.00979395,0.0293819,0.00979395,0.0293819,0.00979395
4,1018.43,1.12126,0.66024,1.28447,0.91303,0.82286,0.89817,0.56548,1.41335,0.88499,1.65546,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703
5,1229.46,1.05444,0.59054,1.23453,0.89538,0.83028,0.88365,0.5732,1.53788,0.87553,1.7281,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604
6,1440.1,1.01186,0.54922,1.20662,0.88931,0.77928,0.84978,0.51769,1.65943,0.83191,1.90678,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505
7,1651.01,0.98437,0.52304,1.1858,0.88276,0.85017,0.89487,0.54831,1.55451,0.75658,1.81077,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
8,1861.83,0.95736,0.50199,1.16584,0.88063,0.82253,0.89743,0.59628,1.37134,0.67478,1.63217,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
9,2071.93,0.93773,0.48766,1.15953,0.89735,0.83597,0.89601,0.5695,1.44528,0.71544,1.65123,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
10,2281.95,0.9221,0.47704,1.14504,0.86995,0.81753,0.89172,0.5974,1.34011,0.72602,1.57418,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
11,2492.43,0.90279,0.46375,1.13452,0.8644,0.86403,0.88918,0.61381,1.29701,0.69614,1.576,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
12,2703.74,0.90334,0.45623,1.13317,0.89265,0.82799,0.89152,0.61346,1.28294,0.71056,1.56642,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
13,2913.83,0.88562,0.44845,1.13043,0.88608,0.84538,0.89994,0.61774,1.29583,0.68334,1.56811,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
14,3125.25,0.87585,0.44088,1.12736,0.88836,0.84375,0.90589,0.61961,1.29282,0.68842,1.51973,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
15,3336.47,0.86568,0.43787,1.11344,0.90615,0.81474,0.8942,0.61063,1.28961,0.64354,1.55115,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
16,3549.75,0.85961,0.42748,1.10382,0.92301,0.82254,0.90977,0.61126,1.29076,0.69412,1.57454,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
17,3760.83,0.8562,0.42306,1.10714,0.87412,0.84772,0.88811,0.60141,1.35263,0.65204,1.57589,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
18,3972.89,0.84435,0.41929,1.10083,0.92152,0.79334,0.89337,0.59575,1.33665,0.65608,1.58427,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
19,4185.6,0.83866,0.41509,1.09938,0.93411,0.78826,0.89055,0.61504,1.21552,0.7244,1.4815,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
20,4397.1,0.83335,0.40967,1.09174,0.89471,0.84458,0.89608,0.61662,1.27476,0.62065,1.57823,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
21,4607.83,0.83358,0.40968,1.08804,0.89959,0.85418,0.91709,0.62653,1.23034,0.61348,1.53416,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
22,4934.62,0.81953,0.4021,1.08146,0.90001,0.83671,0.91357,0.6261,1.24077,0.60789,1.54561,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
23,5199.43,0.81622,0.39994,1.07688,0.88228,0.86875,0.9151,0.62339,1.20145,0.61623,1.47119,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
24,5418.02,0.80545,0.39375,1.07077,0.87508,0.84646,0.90116,0.61683,1.29362,0.60524,1.59839,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
