image,flight,target,realised,match_dist,yaw_deg,verdict,reason
S3_PAIR_occ25_f000000.jpg,S3_PAIR_occ25,atv_sherp,,20.15,0.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000006.jpg,S3_PAIR_occ25,atv_sherp,,20.05,0.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000012.jpg,S3_PAIR_occ25,atv_sherp,,20.09,0.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000018.jpg,S3_PAIR_occ25,atv_sherp,,20.10,0.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000024.jpg,S3_PAIR_occ25,atv_sherp,,20.11,0.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000030.jpg,S3_PAIR_occ25,atv_sherp,,20.13,0.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000036.jpg,S3_PAIR_occ25,atv_sherp,,20.21,0.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000042.jpg,S3_PAIR_occ25,atv_sherp,,20.36,0.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000048.jpg,S3_PAIR_occ25,atv_sherp,,21.99,0.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000054.jpg,S3_PAIR_occ25,atv_sherp,,21.97,0.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000060.jpg,S3_PAIR_occ25,atv_sherp,,21.95,0.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000066.jpg,S3_PAIR_occ25,atv_sherp,,22.00,0.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000072.jpg,S3_PAIR_occ25,atv_sherp,,20.31,0.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000078.jpg,S3_PAIR_occ25,atv_sherp,,20.32,0.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000084.jpg,S3_PAIR_occ25,atv_sherp,,20.34,0.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000090.jpg,S3_PAIR_occ25,atv_sherp,,20.33,0.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000096.jpg,S3_PAIR_occ25,atv_sherp,,20.31,0.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000102.jpg,S3_PAIR_occ25,atv_sherp,,16.13,-1.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000108.jpg,S3_PAIR_occ25,atv_sherp,,16.14,-1.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000114.jpg,S3_PAIR_occ25,atv_sherp,,16.15,-1.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000120.jpg,S3_PAIR_occ25,atv_sherp,,16.14,-1.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000126.jpg,S3_PAIR_occ25,atv_sherp,,16.16,-1.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000132.jpg,S3_PAIR_occ25,atv_sherp,,16.19,-1.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000138.jpg,S3_PAIR_occ25,atv_sherp,,16.18,-1.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000144.jpg,S3_PAIR_occ25,atv_sherp,,16.18,0.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000150.jpg,S3_PAIR_occ25,atv_sherp,,16.18,0.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000156.jpg,S3_PAIR_occ25,atv_sherp,,16.18,-1.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000162.jpg,S3_PAIR_occ25,atv_sherp,,16.16,0.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000168.jpg,S3_PAIR_occ25,atv_sherp,,16.08,-1.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000174.jpg,S3_PAIR_occ25,atv_sherp,,15.65,-1.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000180.jpg,S3_PAIR_occ25,atv_sherp,,15.24,-1.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000186.jpg,S3_PAIR_occ25,atv_sherp,,14.89,-1.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000192.jpg,S3_PAIR_occ25,atv_sherp,,14.74,-1.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000198.jpg,S3_PAIR_occ25,atv_sherp,,14.58,-1.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000204.jpg,S3_PAIR_occ25,atv_sherp,,14.56,-1.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000210.jpg,S3_PAIR_occ25,atv_sherp,,14.65,-1.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000216.jpg,S3_PAIR_occ25,atv_sherp,,14.79,-1.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000222.jpg,S3_PAIR_occ25,atv_sherp,,15.03,-1.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000228.jpg,S3_PAIR_occ25,atv_sherp,,15.17,-1.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000234.jpg,S3_PAIR_occ25,atv_sherp,,15.11,-1.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000240.jpg,S3_PAIR_occ25,atv_sherp,,15.15,-1.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000246.jpg,S3_PAIR_occ25,atv_sherp,,15.24,-1.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000252.jpg,S3_PAIR_occ25,atv_sherp,,15.27,-1.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000258.jpg,S3_PAIR_occ25,atv_sherp,,15.19,-1.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000264.jpg,S3_PAIR_occ25,atv_sherp,,15.16,-1.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000270.jpg,S3_PAIR_occ25,atv_sherp,,15.24,-1.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000276.jpg,S3_PAIR_occ25,atv_sherp,,15.24,-1.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000282.jpg,S3_PAIR_occ25,atv_sherp,,15.26,0.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000288.jpg,S3_PAIR_occ25,atv_sherp,0.2470,7.95,1.0,LIGHT,"frontal, below the confident floor - light occlusion"
S3_PAIR_occ25_f000294.jpg,S3_PAIR_occ25,atv_sherp,,16.69,8.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000300.jpg,S3_PAIR_occ25,atv_sherp,,16.92,9.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000306.jpg,S3_PAIR_occ25,atv_sherp,,17.03,9.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000312.jpg,S3_PAIR_occ25,atv_sherp,,17.00,9.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000318.jpg,S3_PAIR_occ25,atv_sherp,,16.98,9.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000324.jpg,S3_PAIR_occ25,atv_sherp,,16.55,9.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000330.jpg,S3_PAIR_occ25,atv_sherp,,16.46,9.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000336.jpg,S3_PAIR_occ25,atv_sherp,,16.70,9.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000342.jpg,S3_PAIR_occ25,atv_sherp,,16.19,9.0,AMBIGUOUS,no viewpoint-matched clean frame
S3_PAIR_occ25_f000348.jpg,S3_PAIR_occ25,atv_sherp,,14.84,9.0,AMBIGUOUS,no viewpoint-matched clean frame
