t_rel,lr,fb,ud,yaw,height_cm,yaw_deg
0.196,0,0,0,0,0,-5
0.306,0,0,0,0,0,-5
0.326,0,0,0,0,0,-5
0.341,0,0,0,0,0,-5
0.366,0,0,0,0,0,-5
0.382,0,0,0,0,0,-5
0.398,0,0,0,0,0,-5
0.414,0,0,0,0,0,-5
0.430,0,0,0,0,0,-5
0.446,0,0,0,0,0,-5
0.462,0,0,0,0,0,-5
0.478,0,0,0,0,0,-5
0.493,0,0,0,0,0,-5
0.510,0,0,0,0,0,-5
0.525,0,0,0,0,0,-5
0.541,0,0,0,0,0,-5
0.557,0,0,0,0,0,-5
0.573,0,0,0,0,0,-5
0.589,0,0,0,0,0,-5
0.605,0,0,0,0,0,-5
0.621,0,0,0,0,0,-5
0.637,0,0,0,0,0,-5
0.655,0,0,0,0,0,-5
0.669,0,0,0,0,0,-5
0.685,0,0,0,0,0,-5
0.701,0,0,0,0,0,-5
0.717,0,0,0,0,0,-5
0.733,0,0,0,0,0,-5
0.749,0,0,0,0,0,-5
0.765,0,0,0,0,0,-5
0.781,0,0,0,0,0,-5
0.798,0,0,0,0,0,-5
0.805,0,0,0,0,0,-5
0.813,0,0,0,0,0,-5
0.829,0,0,0,0,0,-5
0.845,0,0,0,0,0,-5
0.861,0,0,0,0,0,-5
0.877,0,0,0,0,0,-5
0.894,0,0,0,0,0,-5
0.909,0,0,0,0,0,-5
0.925,0,0,0,0,0,-5
0.941,0,0,0,0,0,-5
0.957,0,0,0,0,0,-5
0.973,0,0,0,0,0,-5
0.983,0,0,0,0,0,-5
0.997,0,0,0,0,0,-5
1.013,0,0,0,0,0,-5
1.044,0,0,0,0,0,-5
1.060,0,0,0,0,0,-5
1.077,0,0,0,0,0,-5
1.092,0,0,0,0,0,-5
1.108,0,0,0,0,0,-5
1.123,0,0,0,0,0,-5
1.139,0,0,0,0,0,-5
1.163,0,0,0,0,0,-5
1.181,0,0,0,0,0,-5
1.197,0,0,0,0,0,-5
1.210,0,0,0,0,0,-5
1.226,0,0,0,0,0,-5
1.242,0,0,0,0,0,-5
1.258,0,0,0,0,0,-5
1.275,0,0,0,0,0,-5
1.291,0,0,0,0,0,-5
1.309,0,0,0,0,0,-5
1.324,0,0,0,0,0,-5
1.348,0,0,0,0,0,-5
1.363,0,0,0,0,0,-5
1.380,0,0,0,0,0,-5
1.395,0,0,0,0,0,-5
1.412,0,0,0,0,0,-5
1.427,0,0,0,0,0,-5
1.443,0,0,0,0,0,-5
1.459,0,0,0,0,0,-5
1.475,0,0,0,0,0,-5
1.491,0,0,0,0,0,-5
1.508,0,0,0,0,0,-5
1.524,0,0,0,0,0,-5
1.547,0,0,0,0,0,-5
1.561,0,0,0,0,0,-5
1.578,0,0,0,0,0,-5
1.594,0,0,0,0,0,-5
1.610,0,0,0,0,0,-5
1.619,0,0,0,0,0,-5
1.633,0,0,0,0,0,-5
1.659,0,0,0,0,0,-5
1.673,0,0,0,0,0,-5
1.690,0,0,0,0,0,-5
1.706,0,0,0,0,0,-5
1.722,0,0,0,0,0,-5
1.738,0,0,0,0,0,-5
1.754,0,0,0,0,0,-5
1.770,0,0,0,0,0,-5
1.785,0,0,0,0,0,-5
1.802,0,0,0,0,0,-5
1.818,0,0,0,0,0,-5
1.834,0,0,0,0,0,-5
1.850,0,0,0,0,0,-5
1.866,0,0,0,0,0,-5
1.882,0,0,0,0,0,-5
1.898,0,0,0,0,0,-5
1.914,0,0,0,0,0,-5
