t_rel,height_cm,tof_cm,baro_rel_cm,yaw_deg,battery_pct
0.000,0,10,0.0,0,84
0.113,0,10,-1.0,0,84
0.216,0,10,-2.0,0,84
0.339,0,10,-5.0,0,84
0.448,0,10,-5.0,0,84
0.558,0,10,-5.0,0,84
0.669,0,10,-2.0,0,84
0.781,0,10,-5.0,0,84
0.893,0,10,-5.0,0,84
0.996,0,10,-5.0,0,84
1.109,0,10,-5.0,0,84
1.213,0,10,1.0,0,84
1.316,0,10,0.0,0,84
1.430,0,10,1.0,0,84
1.532,0,10,-1.0,0,84
1.645,0,10,1.0,0,84
1.757,0,10,-3.0,0,84
1.869,0,10,-2.0,0,84
1.981,0,10,1.0,0,84
2.091,0,10,1.0,0,84
2.203,0,10,-2.0,0,84
2.315,0,10,4.0,0,84
2.427,0,10,1.0,0,84
2.538,0,10,4.0,0,84
2.649,0,10,1.0,0,84
2.761,0,10,2.0,0,84
2.875,0,10,7.0,0,84
2.984,0,10,-1.0,0,84
3.096,0,10,2.0,0,84
3.208,0,10,2.0,0,84
3.319,0,10,5.0,0,84
3.431,0,10,3.0,0,84
3.543,0,10,1.0,0,84
3.655,0,10,3.0,0,84
3.767,0,10,1.0,0,84
3.879,0,10,2.0,0,84
3.991,0,10,1.0,0,84
4.103,0,10,7.0,0,84
4.215,0,10,1.0,0,84
4.327,0,10,2.0,0,84
4.439,0,10,5.0,0,84
4.550,0,10,8.0,0,84
4.661,0,10,8.0,0,84
4.773,0,10,6.0,0,84
4.886,0,10,6.0,0,84
4.998,0,10,6.0,0,84
5.110,0,10,11.0,0,84
5.222,0,10,8.0,0,84
5.334,0,10,3.0,0,84
5.446,0,10,3.0,0,84
5.558,0,10,5.0,0,84
5.670,0,10,9.0,0,84
5.782,0,10,8.0,0,84
5.895,0,10,4.0,0,84
6.007,0,10,4.0,0,84
6.119,0,10,4.0,0,84
6.231,0,10,4.0,0,84
6.341,0,10,2.0,0,84
6.452,0,10,3.0,0,84
6.564,0,10,1.0,0,84
6.676,0,10,6.0,0,84
6.788,0,10,7.0,0,84
6.900,0,10,2.0,0,84
7.011,0,10,2.0,0,84
7.122,0,10,5.0,0,84
7.234,0,10,4.0,0,84
7.346,0,10,4.0,0,84
7.457,0,10,-1.0,0,84
7.569,0,10,2.0,0,84
7.682,0,10,-2.0,0,84
7.794,0,10,2.0,0,84
7.907,0,10,3.0,0,84
8.019,0,10,-2.0,0,84
8.131,0,10,2.0,0,84
8.243,0,10,4.0,0,84
8.355,0,10,1.0,0,84
8.467,0,10,1.0,0,84
8.579,0,10,0.0,0,84
8.705,0,10,-3.0,0,84
8.819,0,10,-2.0,0,84
8.930,0,10,0.0,0,84
9.041,0,10,0.0,0,84
9.153,0,10,-1.0,0,84
9.264,0,10,-1.0,0,84
9.366,0,10,-2.0,0,84
9.467,0,10,-1.0,0,83
9.579,0,10,-4.0,0,83
9.694,0,10,-1.0,0,83
9.799,0,10,-4.0,0,83
9.908,0,10,-5.0,0,83
10.015,0,10,-5.0,0,83
10.127,0,10,-5.0,0,83
10.239,0,10,-5.0,0,83
10.356,0,10,-7.0,0,83
10.467,0,10,-5.0,0,83
10.578,0,10,-7.0,0,83
10.690,0,10,-7.0,0,83
10.801,0,10,-7.0,0,83
10.905,0,10,-7.0,0,83
11.012,0,10,-2.0,0,83
11.114,0,10,-2.0,0,83
11.216,0,10,-8.0,0,83
11.330,0,10,-2.0,0,83
11.435,0,10,-2.0,0,83
11.546,0,10,-6.0,0,83
11.648,0,10,-7.0,0,83
11.760,0,10,-6.0,0,83
11.863,0,10,-2.0,0,83
11.967,0,10,-6.0,0,83
12.078,0,10,-6.0,0,83
12.181,0,10,-6.0,0,83
12.294,0,10,-6.0,0,83
12.402,0,10,-7.0,0,83
12.513,0,10,-3.0,0,83
12.621,0,10,4.0,0,83
12.730,0,10,-1.0,0,83
12.844,0,10,0.0,0,83
12.948,0,10,-1.0,0,83
13.053,0,10,-1.0,0,83
13.162,0,10,-1.0,0,83
13.277,0,10,-1.0,0,83
13.386,0,10,-5.0,0,83
13.491,0,10,-2.0,0,83
13.597,0,10,-5.0,0,83
13.709,0,10,-5.0,0,83
13.822,0,10,-4.0,0,83
13.932,0,10,-4.0,0,83
14.054,0,10,-4.0,0,83
14.166,0,10,0.0,0,83
14.278,0,10,-2.0,0,83
14.390,0,10,-2.0,0,83
14.501,0,10,-4.0,0,83
14.607,0,10,-9.0,0,83
14.719,0,10,-9.0,0,83
14.831,0,10,-9.0,0,83
