t_rel,lr,fb,ud,yaw,height_cm,yaw_deg
0.158,0,0,0,0,0,0
0.249,0,0,0,0,0,0
0.275,0,0,0,0,0,0
0.291,0,0,0,0,0,0
0.306,0,0,0,0,0,0
0.322,0,0,0,0,0,0
0.338,0,0,0,0,0,0
0.350,0,0,0,0,0,0
0.370,0,0,0,0,0,0
0.386,0,0,0,0,0,0
0.402,0,0,0,0,0,0
0.417,0,0,0,0,0,0
0.434,0,0,0,0,0,0
0.450,0,0,0,0,0,0
0.465,0,0,0,0,0,0
0.481,0,0,0,0,0,0
0.497,0,0,0,0,0,0
0.513,0,0,0,0,0,0
0.529,0,0,0,0,0,0
0.545,0,0,0,0,0,0
0.561,0,0,0,0,0,0
0.577,0,0,0,0,0,0
0.593,0,0,0,0,0,0
0.609,0,0,0,0,0,0
0.624,0,0,0,0,0,0
0.641,0,0,0,0,0,0
0.656,0,0,0,0,0,0
0.672,0,0,0,0,0,0
0.688,0,0,0,0,0,0
0.704,0,0,0,0,0,0
0.719,0,0,0,0,0,0
0.735,0,0,0,0,0,0
0.751,0,0,0,0,0,0
0.761,0,0,0,0,0,0
0.776,0,0,0,0,0,0
0.791,0,0,0,0,0,0
0.807,0,0,0,0,0,0
0.823,0,0,0,0,0,0
0.840,0,0,0,0,0,0
0.856,0,0,0,0,0,0
0.872,0,0,0,0,0,0
0.888,0,0,0,0,0,0
0.904,0,0,0,0,0,0
0.920,0,0,0,0,0,0
0.936,0,0,0,0,0,0
0.952,0,0,0,0,0,0
0.968,0,0,0,0,0,0
0.984,0,0,0,0,0,0
0.992,0,0,0,0,0,0
1.009,0,0,0,0,0,0
1.023,0,0,0,0,0,0
1.040,0,0,0,0,0,0
1.055,0,0,0,0,0,0
1.064,0,0,0,0,0,0
1.076,0,0,0,0,0,0
1.087,0,0,0,0,0,0
1.103,0,0,0,0,0,0
1.120,0,0,0,0,0,0
1.136,0,0,0,0,0,0
1.152,0,0,0,0,0,0
1.168,0,0,0,0,0,0
1.184,0,0,0,0,0,0
1.192,0,0,0,0,0,0
1.210,0,0,0,0,0,0
1.224,0,0,0,0,0,0
1.239,0,0,0,0,0,0
1.255,0,0,0,0,0,0
1.271,0,0,0,0,0,0
1.276,0,0,0,0,0,0
1.303,0,0,0,0,0,0
1.319,0,0,0,0,0,0
1.335,0,0,0,0,0,0
1.347,0,0,0,0,0,0
1.359,0,0,0,0,0,0
1.365,0,0,0,0,0,0
1.392,0,0,0,0,0,0
1.406,0,0,0,0,0,0
1.423,0,0,0,0,0,0
1.438,0,0,0,0,0,0
1.450,0,0,0,0,0,0
1.470,0,0,0,0,0,0
1.487,0,0,0,0,0,0
1.503,0,0,0,0,0,0
1.521,0,0,0,0,0,0
1.537,0,0,0,0,0,0
1.558,0,0,0,0,0,0
1.574,0,0,0,0,0,0
1.589,0,0,0,0,0,0
1.598,0,0,0,0,0,0
1.614,0,0,0,0,0,0
1.631,0,0,0,0,0,0
1.639,0,0,0,0,0,0
1.655,0,0,0,0,0,0
1.660,0,0,0,0,0,0
1.672,0,0,0,0,0,0
1.688,0,0,0,0,0,0
1.704,0,0,0,0,0,0
1.720,0,0,0,0,0,0
1.737,0,0,0,0,0,0
1.749,0,0,0,0,0,0
1.768,0,0,0,0,0,0
1.784,0,0,0,0,0,0
1.800,0,0,0,0,0,0
1.816,0,0,0,0,0,0
1.827,0,0,0,0,0,0
1.834,0,0,0,0,0,0
1.848,0,0,0,0,0,0
1.864,0,0,0,0,0,0
1.880,0,0,0,0,0,0
1.889,0,0,0,0,0,0
1.897,0,0,0,0,0,0
1.912,0,0,0,0,0,0
1.928,0,0,0,0,0,0
1.944,0,0,0,0,0,0
1.959,0,0,0,0,0,0
1.975,0,0,0,0,0,0
1.991,0,0,0,0,0,0
2.008,0,0,0,0,0,0
2.023,0,0,0,0,0,0
2.039,0,0,0,0,0,0
2.055,0,0,0,0,0,0
2.071,0,0,0,0,0,0
2.086,0,0,0,0,0,0
2.103,0,0,0,0,0,0
2.119,0,0,0,0,0,0
2.134,0,0,0,0,0,0
2.151,0,0,0,0,0,0
2.166,0,0,0,0,0,0
2.182,0,0,0,0,0,0
2.198,0,0,0,0,0,0
2.209,0,0,0,0,0,0
2.230,0,0,0,0,0,0
2.246,0,0,0,0,0,0
2.251,0,0,0,0,0,0
2.266,0,0,0,0,0,0
2.278,0,0,0,0,0,0
2.294,0,0,0,0,0,0
2.310,0,0,0,0,0,0
2.326,0,0,0,0,0,0
2.341,0,0,0,0,0,0
2.357,0,0,0,0,0,0
2.368,0,0,0,0,0,0
2.377,0,0,0,0,0,0
2.393,0,0,0,0,0,0
2.405,0,0,0,0,0,0
2.420,0,0,0,0,0,0
2.436,0,0,0,0,0,0
2.452,0,0,0,0,0,0
2.468,0,0,0,0,0,0
2.484,0,0,0,0,0,0
2.500,0,0,0,0,0,0
2.516,0,0,0,0,0,0
2.532,0,0,0,0,0,0
2.548,0,0,0,0,0,0
2.563,0,0,0,0,0,0
2.580,0,0,0,0,0,0
2.595,0,0,0,0,0,0
2.819,0,0,0,0,0,0
2.835,0,0,0,0,0,0
2.853,0,0,0,0,0,0
2.866,0,0,0,0,0,0
2.882,0,0,0,0,0,0
2.898,0,0,0,0,0,0
2.914,0,0,0,0,0,0
2.931,0,0,0,0,0,0
2.947,0,0,0,0,0,0
2.963,0,0,0,0,0,0
2.978,0,0,0,0,0,0
2.994,0,0,0,0,0,0
3.011,0,0,0,0,0,0
3.026,0,0,0,0,0,0
3.042,0,0,0,0,0,0
3.058,0,0,0,0,0,0
3.074,0,0,0,0,0,0
3.090,0,0,0,0,0,0
3.107,0,0,0,0,0,0
3.123,0,0,0,0,0,0
3.138,0,0,0,0,0,0
3.156,0,0,0,0,0,0
3.170,0,0,0,0,0,0
3.186,0,0,0,0,0,0
3.202,0,0,0,0,0,0
3.217,0,0,0,0,0,0
3.233,0,0,0,0,0,0
3.250,0,0,0,0,0,0
3.266,0,0,0,0,0,0
3.281,0,0,0,0,0,0
3.298,0,0,0,0,0,0
3.314,0,0,0,0,0,0
3.330,0,0,0,0,0,0
3.346,0,0,0,0,0,0
3.362,0,0,0,0,0,0
3.382,0,0,0,0,0,0
3.394,0,0,0,0,0,0
3.402,0,0,0,0,0,0
3.426,0,0,0,0,0,0
3.441,0,0,0,0,0,0
3.458,0,0,0,0,0,0
3.474,0,0,0,0,0,0
3.490,0,0,0,0,0,0
3.506,0,0,0,0,0,0
3.515,0,0,0,0,0,0
3.523,0,0,0,0,0,0
