t_rel,height_cm,tof_cm,baro_rel_cm,yaw_deg,battery_pct
0.000,0,10,0.0,0,92
0.113,0,10,6.999999999998,0,92
0.218,0,10,6.999999999998,0,92
0.325,0,10,6.999999999998,0,92
0.432,0,10,2.0,0,92
0.541,0,10,2.0,0,92
0.644,0,10,8.0,0,92
0.746,0,10,8.0,0,92
0.853,0,10,3.999999999998,0,92
0.959,0,10,3.0,0,92
1.072,0,10,6.0,0,92
1.179,0,10,11.0,0,92
1.292,0,10,6.0,0,92
1.396,0,10,6.999999999998,0,92
1.502,0,10,6.999999999998,0,92
1.612,0,10,8.0,0,92
1.716,0,10,9.0,0,92
1.828,0,10,3.0,0,92
1.939,0,10,9.999999999998,0,92
2.051,0,10,6.999999999998,0,92
2.162,0,10,8.0,0,92
2.272,0,10,3.999999999998,0,92
2.383,0,10,1.000000000002,0,92
2.496,0,10,6.999999999998,0,92
2.606,0,10,2.0,0,92
2.716,0,10,3.999999999998,0,92
2.827,0,10,6.0,0,92
2.939,0,10,3.999999999998,0,92
3.050,0,10,3.999999999998,0,92
3.161,0,10,3.999999999998,0,92
3.265,0,10,3.999999999998,0,92
3.376,0,10,3.999999999998,0,92
3.479,0,10,3.999999999998,0,92
3.591,0,11,34.0,0,92
3.695,0,11,34.0,0,92
3.798,0,11,34.0,0,92
3.899,0,11,34.0,0,92
4.010,20,47,77.0,0,92
4.122,20,47,77.0,0,92
4.233,20,47,77.0,0,92
4.343,40,73,100.0,0,92
4.455,50,77,106.0,0,92
4.567,50,80,111.0,0,92
4.679,50,83,114.0,0,92
4.791,50,85,117.000000000002,0,92
4.903,50,85,117.000000000002,0,92
5.015,50,85,117.000000000002,0,92
5.127,60,88,121.0,0,92
5.239,60,88,121.0,0,92
5.350,60,88,121.0,0,92
5.462,60,93,130.0,0,92
5.574,60,92,124.0,0,92
5.686,60,92,124.0,0,92
5.797,60,92,120.000000000002,0,92
5.908,60,91,124.0,0,92
6.020,60,90,123.000000000002,0,92
6.132,60,89,120.000000000002,0,92
6.244,60,89,120.000000000002,0,92
6.356,60,87,120.000000000002,0,92
6.467,60,87,120.000000000002,0,92
6.578,60,87,120.000000000002,0,92
6.690,60,85,119.0,0,92
6.802,60,83,117.000000000002,0,92
6.912,60,82,114.0,0,92
7.023,60,82,116.0,0,92
7.135,50,81,112.999999999998,0,92
7.246,50,80,109.999999999998,0,92
7.357,50,80,114.0,0,92
7.468,50,80,114.0,0,92
7.580,50,78,112.999999999998,0,92
7.691,50,78,112.999999999998,0,92
7.802,50,78,114.0,0,92
7.914,50,78,114.0,0,92
8.025,50,78,109.999999999998,0,92
8.137,50,78,109.999999999998,0,92
8.247,50,77,109.0,0,92
8.359,50,78,112.0,0,92
8.470,50,77,112.999999999998,0,92
8.581,50,78,117.000000000002,0,92
8.683,50,78,116.0,0,92
8.798,50,78,109.0,0,92
8.912,50,78,118.0,0,92
9.014,50,78,108.0,0,92
9.123,50,78,111.0,0,92
9.233,50,78,106.0,0,92
9.349,50,78,111.0,0,92
9.455,50,77,108.0,0,92
9.564,50,78,103.0,0,92
9.681,50,78,112.0,0,92
9.782,50,78,105.0,0,92
9.900,50,78,112.0,0,92
10.014,50,78,111.0,0,92
10.121,50,78,108.0,0,92
10.233,50,79,106.0,0,92
10.335,50,79,112.0,0,92
10.447,50,79,112.0,0,92
10.562,50,79,112.0,0,92
10.666,50,79,112.999999999998,0,92
10.774,50,80,121.0,0,92
10.876,50,80,115.0,0,92
10.983,50,80,115.0,0,92
11.101,50,80,118.0,0,92
11.207,50,81,118.0,0,92
11.313,50,80,116.0,0,92
11.418,50,81,109.999999999998,0,92
11.521,50,81,112.0,0,92
11.629,50,81,112.0,0,92
11.730,50,81,111.0,0,92
11.831,50,81,111.0,0,92
11.933,50,81,112.999999999998,0,92
12.049,50,80,115.0,0,92
12.162,50,81,114.0,0,92
12.281,50,82,114.0,0,92
12.396,60,82,117.000000000002,0,92
12.510,60,82,117.000000000002,0,92
12.616,60,84,114.0,0,92
12.729,60,84,117.000000000002,0,92
12.850,60,85,124.0,0,92
12.963,60,90,125.0,0,92
13.068,60,90,125.0,0,92
13.168,60,95,126.000000000002,0,92
13.280,60,95,126.000000000002,0,92
13.383,70,101,133.0,0,92
13.490,70,106,142.000000000002,0,92
13.599,80,108,140.0,0,92
13.713,80,111,137.0,0,92
13.815,80,115,144.0,0,92
13.916,90,117,141.0,0,92
14.017,90,121,153.0,0,92
14.125,90,123,153.999999999998,0,92
14.232,100,126,153.0,0,92
14.340,100,132,158.0,0,92
14.447,100,135,164.0,0,92
14.564,110,139,166.0,0,92
14.666,110,143,162.999999999998,0,92
14.780,110,143,169.0,0,92
14.894,120,148,173.000000000002,0,92
14.996,120,151,177.0,0,92
15.102,120,153,172.0,0,92
15.208,130,157,180.0,0,92
15.313,130,160,178.999999999998,0,92
15.419,130,164,178.0,0,92
15.531,130,166,184.0,0,92
15.637,140,169,184.999999999998,0,92
15.748,140,169,187.0,0,92
15.862,140,175,192.000000000002,0,92
15.977,150,178,197.0,0,92
16.081,150,178,197.0,0,92
16.195,150,179,197.0,0,92
16.302,150,180,193.0,0,92
16.407,150,181,191.0,0,92
16.516,150,180,194.0,0,92
16.629,150,180,196.0,0,92
16.733,150,178,186.0,0,92
16.851,150,180,187.0,0,92
16.964,150,178,193.0,0,92
17.071,150,177,194.0,0,92
17.184,150,176,187.999999999998,0,92
17.292,150,176,187.999999999998,0,92
17.397,150,176,197.0,0,92
17.500,150,176,198.000000000002,0,92
17.615,150,176,194.0,0,92
17.722,150,175,196.0,0,92
17.830,150,176,197.0,0,92
17.942,150,178,191.0,0,92
18.049,150,178,193.0,0,92
18.150,150,178,197.0,0,92
18.254,150,177,193.0,0,92
18.366,150,181,196.0,0,92
18.486,150,181,195.000000000002,0,92
18.595,150,180,196.0,0,92
18.699,150,181,202.0,0,92
18.813,150,183,202.0,0,92
18.928,150,182,202.0,0,92
19.040,150,181,198.000000000002,0,92
19.146,150,181,197.0,0,92
19.254,150,181,198.000000000002,0,92
19.359,150,181,201.000000000002,0,92
19.461,150,181,197.0,0,92
19.567,150,181,201.000000000002,0,92
19.667,150,181,203.0,0,92
19.782,150,184,202.0,0,92
19.889,150,180,202.0,0,92
19.998,150,183,201.000000000002,0,92
20.100,160,182,206.0,0,92
20.207,160,185,203.0,0,92
20.319,160,185,203.999999999998,0,92
20.430,160,183,202.0,0,92
20.542,160,185,202.0,0,92
20.646,160,185,198.000000000002,0,92
20.748,160,184,201.000000000002,0,92
20.851,160,185,202.0,0,92
20.961,160,183,200.0,0,92
21.064,160,184,197.0,0,92
21.175,160,184,197.0,0,92
21.278,160,185,201.000000000002,0,92
21.382,160,184,201.000000000002,0,92
21.494,160,185,201.000000000002,0,92
21.605,160,183,203.999999999998,0,92
21.717,160,184,200.0,0,92
21.828,160,182,206.0,0,92
21.938,160,182,203.999999999998,0,92
22.050,160,182,203.999999999998,0,92
22.162,160,183,200.0,0,92
22.273,160,183,203.0,0,91
22.384,160,183,203.0,0,91
22.495,160,181,206.0,0,91
22.606,160,183,200.0,0,91
22.718,160,183,200.0,0,91
22.833,160,183,198.000000000002,0,91
22.947,160,185,205.0,0,91
23.049,160,181,202.0,0,91
23.155,160,181,202.0,0,91
23.260,160,181,205.0,0,91
23.366,160,181,194.0,0,91
23.481,150,182,206.999999999998,0,91
23.589,150,182,200.0,0,91
23.693,150,182,203.999999999998,0,91
23.808,150,182,202.0,0,91
23.914,150,183,205.0,0,91
24.017,160,185,214.0,0,90
24.132,160,185,214.0,0,90
24.237,160,182,203.0,0,90
24.344,160,184,203.999999999998,0,90
24.447,160,183,206.999999999998,0,90
24.563,160,182,203.999999999998,0,90
24.675,160,181,203.0,0,90
24.781,160,182,209.0,0,90
24.883,150,181,211.0,0,90
24.998,160,182,203.999999999998,0,90
25.117,160,182,209.999999999998,0,90
25.233,160,181,206.0,0,90
25.347,150,182,206.999999999998,0,90
25.451,160,182,206.999999999998,0,90
25.559,160,182,206.999999999998,0,90
25.666,160,184,201.000000000002,0,90
25.780,160,181,206.999999999998,0,90
25.896,160,182,208.0,0,90
26.017,160,182,203.0,0,89
26.132,160,183,198.000000000002,0,89
26.247,150,183,203.0,0,89
26.349,160,182,208.0,0,89
26.453,160,182,205.0,0,89
26.565,160,180,202.0,0,89
26.666,160,180,203.999999999998,0,89
26.769,150,180,206.0,0,89
26.873,150,180,205.0,0,89
26.981,150,180,205.0,0,89
27.083,150,182,203.0,0,89
27.190,150,182,206.0,0,89
27.300,150,183,217.000000000002,0,89
27.415,150,184,201.000000000002,0,89
27.529,160,183,206.0,0,89
27.633,160,183,203.999999999998,0,89
27.749,160,181,205.0,0,89
27.856,160,185,217.000000000002,0,89
27.958,160,183,211.0,0,88
28.067,160,182,206.999999999998,0,88
28.182,160,180,205.0,0,88
28.291,160,184,206.0,0,88
28.400,150,185,208.0,0,88
28.512,150,180,203.0,0,88
28.627,150,180,199.0,0,88
28.731,150,184,206.999999999998,0,88
28.841,150,185,202.0,0,88
28.947,150,183,208.0,0,88
29.050,150,183,203.999999999998,0,88
29.165,150,182,208.0,0,88
29.276,150,182,208.0,0,88
29.382,160,183,209.999999999998,0,88
29.487,160,185,203.999999999998,0,88
29.601,160,185,203.999999999998,0,88
29.717,160,183,212.0,0,88
29.830,160,183,208.0,0,88
29.931,160,185,203.999999999998,0,88
30.034,160,183,209.999999999998,0,87
30.147,160,182,206.999999999998,0,87
30.253,160,183,211.0,0,87
30.356,160,182,203.999999999998,0,87
30.456,160,182,212.0,0,87
30.566,160,182,206.0,0,87
30.681,160,180,206.0,0,87
30.786,160,181,209.999999999998,0,87
30.900,150,183,215.0,0,87
31.005,150,183,209.999999999998,0,87
31.112,160,180,209.0,0,87
31.215,150,180,209.0,0,87
31.340,150,180,214.0,0,87
31.446,150,182,206.999999999998,0,87
31.548,150,180,212.999999999998,0,87
31.650,150,182,206.0,0,87
31.759,150,183,208.0,0,87
31.883,150,182,209.999999999998,0,87
31.989,150,182,209.999999999998,0,87
32.091,150,181,206.0,0,86
32.193,150,181,206.0,0,86
32.298,150,181,206.0,0,86
32.411,150,183,205.0,0,86
32.516,150,183,205.0,0,86
32.629,150,183,205.0,0,86
32.736,150,182,202.0,0,86
32.840,150,183,203.999999999998,0,86
32.954,150,181,208.0,0,86
33.067,150,183,203.999999999998,0,86
33.172,150,183,211.0,0,86
33.280,150,182,205.0,0,86
33.385,150,181,206.0,0,86
33.492,160,184,208.0,0,86
33.596,160,182,209.999999999998,0,86
33.699,160,184,206.0,0,86
33.800,160,184,206.0,0,86
33.906,160,183,209.999999999998,0,86
34.016,160,181,208.0,0,85
34.121,160,180,205.0,0,85
34.228,160,180,205.0,0,85
34.332,150,181,205.0,0,85
34.441,150,178,212.999999999998,0,85
34.546,150,181,211.0,0,85
34.654,150,181,205.0,0,85
34.767,150,182,206.999999999998,0,85
34.883,150,181,212.999999999998,0,85
34.988,150,181,209.999999999998,0,85
35.092,150,182,205.0,0,85
35.201,150,183,205.0,0,85
35.314,160,182,206.999999999998,0,85
35.416,160,182,206.999999999998,0,85
35.520,160,184,208.0,0,85
35.633,160,182,205.0,0,85
35.748,160,180,206.0,0,85
35.861,160,183,205.0,0,85
35.974,160,184,206.0,0,85
36.076,160,181,201.000000000002,0,84
36.181,160,182,209.999999999998,0,84
36.294,160,182,203.999999999998,0,84
36.400,160,184,208.0,0,84
36.514,160,182,205.0,0,84
36.617,160,180,206.999999999998,0,84
36.725,160,181,209.999999999998,0,84
36.830,160,180,206.0,0,84
36.944,150,181,203.999999999998,0,84
37.049,150,181,211.0,0,84
37.163,150,181,211.0,0,84
37.268,150,179,206.999999999998,0,84
37.383,150,180,200.0,0,84
37.485,150,181,209.999999999998,0,84
37.600,150,181,206.999999999998,0,84
37.701,150,181,206.999999999998,0,84
37.803,150,180,203.0,0,84
37.916,150,180,201.000000000002,0,84
38.030,150,181,205.0,0,83
38.143,150,179,202.0,0,83
38.247,150,179,202.0,0,83
38.362,150,179,201.000000000002,0,83
38.466,150,181,203.999999999998,0,83
38.581,150,180,211.0,0,83
38.685,150,181,209.999999999998,0,83
38.799,150,182,202.0,0,83
38.906,150,182,209.0,0,83
39.016,150,184,212.0,0,83
39.124,160,186,201.000000000002,0,83
39.233,160,185,203.0,0,83
39.345,160,185,214.0,0,83
39.460,160,188,212.0,0,83
39.567,160,188,206.0,0,83
39.680,160,187,208.0,0,83
39.785,160,187,208.0,0,83
39.892,160,189,209.999999999998,0,83
39.999,160,185,209.999999999998,0,82
40.105,160,188,209.0,0,82
40.208,160,189,206.0,0,82
40.310,160,188,217.000000000002,0,82
40.415,160,189,206.999999999998,0,82
40.528,160,188,206.0,0,82
40.631,160,191,212.0,0,82
40.734,160,189,212.0,0,82
40.841,160,187,212.0,0,82
40.948,160,189,209.0,0,82
41.062,160,188,209.0,0,82
41.168,160,186,205.0,0,82
41.279,160,188,202.0,0,82
41.382,160,188,202.0,0,82
41.484,160,187,209.0,0,82
41.588,160,184,208.0,0,82
41.700,160,184,205.0,0,82
41.813,160,184,202.0,0,82
41.918,160,183,203.0,0,82
42.031,160,183,209.999999999998,0,81
42.144,160,182,203.999999999998,0,81
42.258,160,181,202.0,0,81
42.363,160,180,202.0,0,81
42.465,150,178,200.0,0,81
42.566,150,178,203.0,0,81
42.680,150,179,203.0,0,81
42.792,150,177,198.000000000002,0,81
42.893,150,178,198.000000000002,0,81
42.997,150,178,199.0,0,81
43.099,150,180,205.0,0,81
43.207,150,177,198.000000000002,0,81
43.311,150,178,200.0,0,81
43.418,150,180,201.000000000002,0,81
43.534,150,177,203.999999999998,0,81
43.641,150,179,205.0,0,81
43.745,150,181,201.000000000002,0,81
43.850,150,181,200.0,1,81
43.956,150,181,195.000000000002,2,81
44.061,150,183,200.0,3,80
44.166,150,182,202.0,5,80
44.278,150,179,203.0,6,80
44.379,150,182,202.0,7,80
44.493,150,182,191.0,10,80
44.599,150,181,199.0,11,80
44.714,150,183,197.0,12,80
44.817,150,182,200.0,12,80
44.932,150,182,202.0,12,80
45.034,150,181,200.0,12,80
45.149,150,181,202.0,12,80
45.250,150,179,206.999999999998,12,80
45.355,150,181,201.000000000002,12,80
45.467,150,181,201.000000000002,12,80
45.575,150,179,201.000000000002,12,80
45.680,150,178,202.0,12,80
45.783,150,178,203.999999999998,12,80
45.885,150,179,199.0,12,80
45.995,150,178,202.0,12,80
46.101,150,180,200.0,12,79
46.209,150,178,199.0,12,79
46.310,150,177,202.0,12,79
46.414,150,178,203.999999999998,12,79
46.517,150,179,200.0,12,79
46.626,150,179,195.000000000002,12,79
46.734,150,179,200.0,12,79
46.842,150,180,199.0,12,79
46.945,150,177,189.0,12,79
47.047,150,179,199.0,12,79
47.151,150,180,203.999999999998,12,79
47.266,150,179,201.000000000002,12,79
47.367,150,182,203.0,13,79
47.482,150,184,202.0,15,79
47.583,150,181,205.0,16,79
47.684,150,182,201.000000000002,18,79
47.786,160,184,200.0,20,79
47.888,160,182,206.999999999998,21,79
47.994,160,181,199.0,23,79
48.100,160,184,206.999999999998,24,78
48.215,160,182,206.0,26,78
48.329,160,182,206.999999999998,27,78
48.436,160,180,206.999999999998,27,78
48.551,160,183,203.999999999998,28,78
48.661,160,181,208.0,28,78
48.762,160,182,211.0,29,78
48.864,160,181,202.0,30,78
48.966,160,179,209.0,30,78
49.079,160,181,203.0,30,78
49.182,150,184,199.0,31,78
49.284,150,183,196.0,31,78
49.384,150,179,197.0,31,78
49.500,150,184,197.0,31,78
49.607,150,180,205.0,31,78
49.716,150,181,203.0,31,78
49.826,150,181,203.0,31,78
49.934,150,181,209.0,31,77
