t_rel,lr,fb,ud,yaw,height_cm,yaw_deg
0.138,0,0,0,0,0,0
0.219,0,0,0,0,0,0
0.233,0,0,0,0,0,0
0.250,0,0,0,0,0,0
0.264,0,0,0,0,0,0
0.288,0,0,0,0,0,0
0.304,0,0,0,0,0,0
0.320,0,0,0,0,0,0
0.336,0,0,0,0,0,0
0.352,0,0,0,0,0,0
0.368,0,0,0,0,0,0
0.384,0,0,0,0,0,0
0.401,0,0,0,0,0,0
0.416,0,0,0,0,0,0
0.433,0,0,0,0,0,0
0.464,0,0,0,0,0,0
0.476,0,0,0,0,0,0
0.496,0,0,0,0,0,0
0.512,0,0,0,0,0,0
0.528,0,0,0,0,0,0
0.544,0,0,0,0,0,0
0.560,0,0,0,0,0,0
0.576,0,0,0,0,0,0
0.592,0,0,0,0,0,0
0.607,0,0,0,0,0,0
0.623,0,0,0,0,0,0
0.638,0,0,0,0,0,0
0.654,0,0,0,0,0,0
0.670,0,0,0,0,0,0
0.686,0,0,0,0,0,0
0.703,0,0,0,0,0,0
0.720,0,0,0,0,0,0
0.748,0,0,0,0,0,0
0.765,0,0,0,0,0,0
0.780,0,0,0,0,0,0
0.796,0,0,0,0,0,0
0.812,0,0,0,0,0,0
0.825,0,0,0,0,0,0
0.843,0,0,0,0,0,0
0.859,0,0,0,0,0,0
0.867,0,0,0,0,0,0
0.884,0,0,0,0,0,0
0.900,0,0,0,0,0,0
0.915,0,0,0,0,0,0
0.930,0,0,0,0,0,0
0.946,0,0,0,0,0,0
0.962,0,0,0,0,0,0
0.978,0,0,0,0,0,0
0.994,0,0,0,0,0,0
1.010,0,0,0,0,0,0
1.026,0,0,0,0,0,0
1.043,0,0,0,0,0,0
1.066,0,0,0,0,0,0
1.082,0,0,0,0,0,0
1.098,0,0,0,0,0,0
1.114,0,0,0,0,0,0
1.130,0,0,0,0,0,0
1.142,0,0,0,0,0,0
1.162,0,0,0,0,0,0
1.178,0,0,0,0,0,0
1.194,0,0,0,0,0,0
1.209,0,0,0,0,0,0
1.225,0,0,0,0,0,0
1.250,0,0,0,0,0,0
1.265,0,0,0,0,0,0
1.282,0,0,0,0,0,0
1.300,0,0,0,0,0,0
1.313,0,0,0,0,0,0
1.329,0,0,0,0,0,0
1.336,0,0,0,0,0,0
1.361,0,0,0,0,0,0
1.367,0,0,0,0,0,0
1.392,0,0,0,0,0,0
1.409,0,0,0,0,0,0
1.418,0,0,0,0,0,0
1.434,0,0,0,0,0,0
1.450,0,0,0,0,0,0
1.466,0,0,0,0,0,0
1.481,0,0,0,0,0,0
1.498,0,0,0,0,0,0
1.507,0,0,0,0,0,0
1.517,0,0,0,0,0,0
1.534,0,0,0,0,0,0
1.551,0,0,0,0,0,0
1.566,0,0,0,0,0,0
1.581,0,0,0,0,0,0
1.597,0,0,0,0,0,0
1.614,0,0,0,0,0,0
1.629,0,0,0,0,0,0
1.646,0,0,0,0,0,0
1.662,0,0,0,0,0,0
1.678,0,0,0,0,0,0
1.694,0,0,0,0,0,0
1.710,0,0,0,0,0,0
1.726,0,0,0,0,0,0
1.742,0,0,0,0,0,0
1.758,0,0,0,0,0,0
1.773,0,0,0,0,0,0
1.790,0,0,0,0,0,0
1.806,0,0,0,0,0,0
1.822,0,0,0,0,0,0
1.838,0,0,0,0,0,0
1.853,0,0,0,0,0,0
1.870,0,0,0,0,0,0
1.886,0,0,0,0,0,0
1.901,0,0,0,0,0,0
1.917,0,0,0,0,0,0
1.933,0,0,0,0,0,0
1.950,0,0,0,0,0,0
1.966,0,0,0,0,0,0
1.981,0,0,0,0,0,0
1.997,0,0,0,0,0,0
2.013,0,0,0,0,0,0
2.029,0,0,0,0,0,0
2.040,0,0,0,0,0,0
2.056,0,0,0,0,0,0
2.065,0,0,0,0,0,0
2.076,0,0,0,0,0,0
2.092,0,0,0,0,0,0
2.108,0,0,0,0,0,0
2.124,0,0,0,0,0,0
2.140,0,0,0,0,0,0
2.156,0,0,0,0,0,0
2.172,0,0,0,0,0,0
2.190,0,0,0,0,0,0
2.204,0,0,0,0,0,0
2.220,0,0,0,0,0,0
2.236,0,0,0,0,0,0
2.252,0,0,0,0,0,0
2.263,0,0,0,0,0,0
2.283,0,0,0,0,0,0
2.299,0,0,0,0,0,0
2.315,0,0,0,0,0,0
2.330,0,0,0,0,0,0
2.346,0,0,0,0,0,0
2.362,0,0,0,0,0,0
2.378,0,0,0,0,0,0
2.394,0,0,0,0,0,0
2.412,0,0,0,0,0,0
2.425,0,0,0,0,0,0
2.441,0,0,0,0,0,0
2.457,0,0,0,0,0,0
2.474,0,0,0,0,0,0
2.505,0,0,0,0,0,0
2.537,0,0,0,0,0,0
2.553,0,0,0,0,0,0
2.569,0,0,0,0,0,0
2.585,0,0,0,0,0,0
2.601,0,0,0,0,0,0
2.616,0,0,0,0,0,0
2.632,0,0,0,0,0,0
2.648,0,0,0,0,0,0
2.663,0,0,0,0,0,0
2.679,0,0,0,0,0,0
2.695,0,0,0,0,0,0
2.711,0,0,0,0,0,0
2.727,0,0,0,0,0,0
2.742,0,0,0,0,0,0
2.759,0,0,0,0,0,0
2.774,0,0,0,0,0,0
2.789,0,0,0,0,0,0
2.805,0,0,0,0,0,0
2.821,0,0,0,0,0,0
2.837,0,0,0,0,0,0
2.852,0,0,0,0,0,0
2.868,0,0,0,0,0,0
2.882,0,0,0,0,0,0
2.894,0,0,0,0,0,0
2.915,0,0,0,0,0,0
2.924,0,0,0,0,0,0
2.947,0,0,0,0,0,0
2.960,0,0,0,0,0,0
2.979,0,0,0,0,0,0
2.994,0,0,0,0,0,0
5.007,0,0,0,0,0,-47
5.021,0,0,0,0,0,-47
5.033,0,0,0,0,0,-47
5.045,0,0,0,0,0,-47
5.061,0,0,0,0,0,-47
5.077,0,0,0,0,0,-47
5.093,0,0,0,0,0,-47
5.108,0,0,0,0,0,-47
5.124,0,0,0,0,0,-47
5.140,0,0,0,0,0,-47
5.156,0,0,0,0,0,-47
5.171,0,0,0,0,0,-47
5.187,0,0,0,0,0,-47
5.204,0,0,0,0,0,-47
5.219,0,0,0,0,0,-47
5.225,0,0,0,0,0,-47
5.251,0,0,0,0,0,-47
5.267,0,0,0,0,0,-47
5.283,0,0,0,0,0,-47
5.299,0,0,0,0,0,-47
5.316,0,0,0,0,0,-47
5.331,0,0,0,0,0,-47
5.347,0,0,0,0,0,-47
5.363,0,0,0,0,0,-47
5.379,0,0,0,0,0,-47
5.395,0,0,0,0,0,-47
5.411,0,0,0,0,0,-47
5.427,0,0,0,0,0,-47
5.443,0,0,0,0,0,-47
5.459,0,0,0,0,0,-47
5.475,0,0,0,0,0,-47
5.491,0,0,0,0,0,-47
5.507,0,0,0,0,0,-47
5.523,0,0,0,0,0,-47
5.539,0,0,0,0,0,-47
5.555,0,0,0,0,0,-47
5.571,0,0,0,0,0,-47
5.587,0,0,0,0,0,-47
5.603,0,0,0,0,0,-47
5.619,0,0,0,0,0,-47
5.635,0,0,0,0,0,-47
5.651,0,0,0,0,0,-47
5.667,0,0,0,0,0,-47
5.683,0,0,0,0,0,-47
5.700,0,0,0,0,0,-47
5.715,0,0,0,0,0,-47
5.731,0,0,0,0,0,-47
5.747,0,0,0,0,0,-47
5.763,0,0,0,0,0,-47
5.779,0,0,0,0,0,-47
5.795,0,0,0,0,0,-47
5.811,0,0,0,0,0,-47
5.827,0,0,0,0,0,-47
5.843,0,0,0,0,0,-47
5.859,0,0,0,0,0,-47
5.875,0,0,0,0,0,-47
5.891,0,0,0,0,0,-47
5.908,0,0,0,0,0,-47
5.939,0,0,0,0,0,-47
5.963,0,0,0,0,0,-47
5.971,0,0,0,0,0,-47
5.988,0,0,0,0,0,-47
6.005,0,0,0,0,0,-47
6.021,0,0,0,0,0,-47
6.038,0,0,0,0,0,-47
6.071,0,0,0,0,0,-47
6.088,0,0,0,0,0,-47
6.105,0,0,0,0,0,-47
6.122,0,0,0,0,0,-47
6.133,0,0,0,0,0,-47
6.148,0,0,0,0,0,-47
6.165,0,0,0,0,0,-47
6.182,0,0,0,0,0,-47
6.207,0,0,0,0,0,-47
6.224,0,0,0,0,0,-47
6.244,0,0,0,0,0,-47
6.261,0,0,0,0,0,-47
6.277,0,0,0,0,0,-47
6.295,0,0,0,0,0,-47
6.312,0,0,0,0,0,-47
6.331,0,0,0,0,0,-47
6.349,0,0,0,0,0,-47
6.366,0,0,0,0,0,-47
6.383,0,0,0,0,0,-47
6.399,0,0,0,0,0,-47
6.416,0,0,0,0,0,-47
6.432,0,0,0,0,0,-47
6.451,0,0,0,0,0,-47
6.466,0,0,0,0,0,-47
6.482,0,0,0,0,0,-47
6.491,0,0,0,0,0,-47
6.507,0,0,0,0,0,-47
6.518,0,0,0,0,0,-47
6.533,0,0,0,0,0,-47
6.541,0,0,0,0,0,-47
6.549,0,0,0,0,0,-47
6.557,0,0,0,0,0,-47
6.582,0,0,0,0,0,-47
6.600,0,0,0,0,0,-47
6.609,0,0,0,0,0,-47
6.626,0,0,0,0,0,-47
6.647,0,0,0,0,0,-47
6.664,0,0,0,0,0,-47
6.682,0,0,0,0,0,-47
6.690,0,0,0,0,0,-47
6.704,0,0,0,0,0,-47
6.730,0,0,0,0,0,-47
6.746,0,0,0,0,0,-47
6.762,0,0,0,0,0,-47
6.778,0,0,0,0,0,-47
6.794,0,0,0,0,0,-47
6.810,0,0,0,0,0,-47
6.826,0,0,0,0,0,-47
6.842,0,0,0,0,0,-47
6.858,0,0,0,0,0,-47
6.873,0,0,0,0,0,-47
6.890,0,0,0,0,0,-47
6.905,0,0,0,0,0,-47
6.921,0,0,0,0,0,-47
6.937,0,0,0,0,0,-47
6.953,0,0,0,0,0,-47
6.968,0,0,0,0,0,-47
6.985,0,0,0,0,0,-47
7.001,0,0,0,0,0,-47
7.016,0,0,0,0,0,-47
7.032,0,0,0,0,0,-47
7.037,0,0,0,0,0,-47
7.064,0,0,0,0,0,-47
7.080,0,0,0,0,0,-47
7.096,0,0,0,0,0,-47
7.111,0,0,0,0,0,-47
7.127,0,0,0,0,0,-47
7.143,0,0,0,0,0,-47
7.159,0,0,0,0,0,-47
7.175,0,0,0,0,0,-47
7.191,0,0,0,0,0,-47
7.207,0,0,0,0,0,-47
7.223,0,0,0,0,0,-47
7.238,0,0,0,0,0,-47
7.255,0,0,0,0,0,-47
7.270,0,0,0,0,0,-47
7.286,0,0,0,0,0,-47
7.302,0,0,0,0,0,-47
7.318,0,0,0,0,0,-47
7.334,0,0,0,0,0,-47
7.350,0,0,0,0,0,-47
7.366,0,0,0,0,0,-47
7.384,0,0,0,0,0,-47
7.400,0,0,0,0,0,-47
7.414,0,0,0,0,0,-47
7.430,0,0,0,0,0,-47
7.446,0,0,0,0,0,-47
7.462,0,0,0,0,0,-47
7.478,0,0,0,0,0,-47
7.494,0,0,0,0,0,-47
7.509,0,0,0,0,0,-47
7.525,0,0,0,0,0,-47
7.542,0,0,0,0,0,-47
7.557,0,0,0,0,0,-47
7.573,0,0,0,0,0,-47
7.589,0,0,0,0,0,-47
7.605,0,0,0,0,0,-47
7.621,0,0,0,0,0,-47
7.637,0,0,0,0,0,-47
7.652,0,0,0,0,0,-47
7.669,0,0,0,0,0,-47
7.684,0,0,0,0,0,-47
7.700,0,0,0,0,0,-47
7.716,0,0,0,0,0,-47
7.732,0,0,0,0,0,-47
7.748,0,0,0,0,0,-47
7.764,0,0,0,0,0,-47
7.780,0,0,0,0,0,-47
7.796,0,0,0,0,0,-47
7.811,0,0,0,0,0,-47
7.827,0,0,0,0,0,-47
7.843,0,0,0,0,0,-47
7.859,0,0,0,0,0,-47
7.875,0,0,0,0,0,-47
7.892,0,0,0,0,0,-47
7.908,0,0,0,0,0,-47
7.924,0,0,0,0,0,-47
7.940,0,0,0,0,0,-47
7.956,0,0,0,0,0,-47
7.972,0,0,0,0,0,-47
7.988,0,0,0,0,0,-47
8.004,0,0,0,0,0,-47
8.020,0,0,0,0,0,-47
8.036,0,0,0,0,0,-47
8.052,0,0,0,0,0,-47
8.068,0,0,0,0,0,-47
8.084,0,0,0,0,0,-47
