t_rel,lr,fb,ud,yaw,height_cm,yaw_deg
0.251,0,0,0,0,0,0
0.309,0,0,0,0,0,0
0.354,0,0,0,0,0,0
0.375,0,0,0,0,0,0
0.392,0,0,0,0,0,0
0.419,0,0,0,0,0,0
0.434,0,0,0,0,0,0
0.443,0,0,0,0,0,0
0.464,0,0,0,0,0,0
0.486,0,0,0,0,0,0
0.507,0,0,0,0,0,0
0.523,0,0,0,0,0,0
0.536,0,0,0,0,0,0
0.547,0,0,0,0,0,0
0.563,0,0,0,0,0,0
0.578,0,0,0,0,0,0
0.595,0,0,0,0,0,0
0.600,0,0,0,0,0,0
0.626,0,0,0,0,0,0
0.642,0,0,0,0,0,0
0.658,0,0,0,0,0,0
0.677,0,0,0,0,0,0
0.690,0,0,0,0,0,0
0.720,0,0,0,0,0,0
0.732,0,0,0,0,0,0
0.745,0,0,0,0,0,0
0.761,0,0,0,0,0,0
0.771,0,0,0,0,0,0
0.782,0,0,0,0,0,0
0.795,0,0,0,0,0,0
0.802,0,0,0,0,0,0
0.818,0,0,0,0,0,0
0.835,0,0,0,0,0,0
0.851,0,0,0,0,0,0
0.863,0,0,0,0,0,0
0.875,0,0,0,0,0,0
0.888,0,0,0,0,0,0
0.899,0,0,0,0,0,0
0.915,0,0,0,0,0,0
0.946,0,0,0,0,0,0
0.962,0,0,0,0,0,0
0.970,0,0,0,0,0,0
0.985,0,0,0,0,0,0
0.996,0,0,0,0,0,0
1.003,0,0,0,0,0,0
1.018,0,0,0,0,0,0
1.034,0,0,0,0,0,0
1.050,0,0,0,0,0,0
1.062,0,0,0,0,0,0
1.069,0,0,0,0,0,0
1.086,0,0,0,0,0,0
1.102,0,0,0,0,0,0
1.119,0,0,0,0,0,0
1.134,0,0,0,0,0,0
1.155,0,0,0,0,0,0
1.182,0,0,0,0,0,0
1.199,0,0,0,0,0,0
1.216,0,0,0,0,0,0
1.229,0,0,0,0,0,0
1.237,0,0,0,0,0,0
1.252,0,0,0,0,0,0
1.267,0,0,0,0,0,0
1.276,0,0,0,0,0,0
1.285,0,0,0,0,0,0
1.302,0,0,0,0,0,0
1.316,0,0,0,0,0,0
1.333,0,0,0,0,0,0
1.349,0,0,0,0,0,0
1.365,0,0,0,0,0,0
1.375,0,0,0,0,0,0
1.387,0,0,0,0,0,0
1.398,0,0,0,0,0,0
1.415,0,0,0,0,0,0
1.429,0,0,0,0,0,0
1.445,0,0,0,0,0,0
1.458,0,0,0,0,0,0
1.479,0,0,0,0,0,0
1.504,0,0,0,0,0,0
1.518,0,0,0,0,0,0
1.534,0,0,0,0,0,0
1.550,0,0,0,0,0,0
1.566,0,0,0,0,0,0
1.582,0,0,0,0,0,0
1.598,0,0,0,0,0,0
1.631,0,0,0,0,0,0
1.645,0,0,0,0,0,0
1.654,0,0,0,0,0,0
1.669,0,0,0,0,0,0
1.684,0,0,0,0,0,0
1.700,0,0,0,0,0,0
1.709,0,0,0,0,0,0
1.725,0,0,0,0,0,0
1.734,0,0,0,0,0,0
1.749,0,0,0,0,0,0
1.765,0,0,0,0,0,0
1.781,0,0,0,0,0,0
1.797,0,0,0,0,0,0
1.813,0,0,0,0,0,0
1.829,0,0,0,0,0,0
1.841,0,0,0,0,0,0
1.862,0,0,0,0,0,0
1.877,0,0,0,0,0,0
1.893,0,0,0,0,0,0
1.909,0,0,0,0,0,0
1.924,0,0,0,0,0,0
1.940,0,0,0,0,0,0
1.951,0,0,0,0,0,0
1.972,0,0,0,0,0,0
1.987,0,0,0,0,0,0
2.002,0,0,0,0,0,0
2.020,0,0,0,0,0,0
2.035,0,0,0,0,0,0
2.050,0,0,0,0,0,0
2.066,0,0,0,0,0,0
2.076,0,0,0,0,0,0
2.100,0,0,0,0,0,0
2.114,0,0,0,0,0,0
2.132,0,0,0,0,0,0
2.145,0,0,0,0,0,0
2.162,0,0,0,0,0,0
2.168,0,0,0,0,0,0
2.194,0,0,0,0,0,0
2.210,0,0,0,0,0,0
2.226,0,0,0,0,0,0
2.242,0,0,0,0,0,0
2.258,0,0,0,0,0,0
2.269,0,0,0,0,0,0
2.289,0,0,0,0,0,0
2.305,0,0,0,0,0,0
2.314,0,0,0,0,0,0
2.330,0,0,0,0,0,0
2.347,0,0,0,0,0,0
2.362,0,0,0,0,0,0
2.374,0,0,0,0,0,0
2.395,0,0,0,0,0,0
2.414,0,0,0,0,0,0
2.427,0,0,0,0,0,0
2.445,0,0,0,0,0,0
2.461,0,0,0,0,0,0
2.469,0,0,0,0,0,0
2.478,0,0,0,0,0,0
2.503,0,0,0,0,0,0
2.519,0,0,0,0,0,0
2.536,0,0,0,0,0,0
2.552,0,0,0,0,0,0
2.561,0,0,0,0,0,0
