t_rel,height_cm,tof_cm,baro_rel_cm,yaw_deg,battery_pct
0.000,0,10,0.0,0,85
0.112,0,10,0.0,0,85
0.223,0,10,-3.0,0,85
0.334,0,10,0.999999999998,0,85
0.449,0,10,0.999999999998,0,85
0.561,0,10,-6.000000000002,0,85
0.675,0,10,0.999999999998,0,85
0.785,0,10,-2.000000000002,0,85
0.897,0,10,1.999999999998,0,85
1.001,0,10,1.999999999998,0,85
1.113,0,10,-5.000000000002,0,85
1.217,0,10,0.999999999998,0,85
1.329,0,10,6.0,0,85
1.432,0,10,6.0,0,85
1.544,0,10,-4.000000000002,0,85
1.652,0,10,-2.000000000002,0,85
1.768,0,10,-3.0,0,85
1.878,0,10,-3.0,0,85
1.984,0,10,3.0,0,85
2.087,0,10,-7.000000000004,0,85
2.198,0,10,0.0,0,85
2.312,0,10,0.0,0,85
2.421,0,10,0.999999999998,0,85
2.541,0,10,-1.000000000002,0,85
2.652,0,10,1.999999999998,0,85
2.762,0,10,3.0,0,85
2.863,0,10,3.0,0,85
2.965,0,10,-2.000000000002,0,85
3.068,0,10,3.999999999998,0,85
3.183,0,10,-1.000000000002,0,85
3.297,0,10,1.999999999998,0,85
3.407,0,10,3.999999999998,0,85
3.517,0,10,6.0,0,85
3.622,0,10,-7.000000000004,0,85
3.733,0,10,3.0,0,85
3.844,0,10,3.0,0,85
3.955,0,10,-3.0,0,85
4.065,0,10,-3.0,0,85
4.172,0,10,1.999999999998,0,85
4.274,0,10,6.0,0,85
4.384,0,10,6.0,0,85
4.499,0,10,3.0,0,85
4.612,0,10,3.0,0,85
4.716,0,10,0.999999999998,0,85
4.818,0,10,3.999999999998,0,85
4.924,0,10,-1.000000000002,0,85
5.025,0,10,-1.000000000002,0,85
5.134,0,10,4.999999999998,0,85
5.239,0,10,4.999999999998,0,85
5.351,0,10,4.999999999998,0,85
5.463,0,10,6.0,0,84
5.576,0,10,6.0,0,84
5.683,0,10,1.999999999998,0,84
5.787,0,10,6.999999999998,0,84
5.899,0,10,3.999999999998,0,84
6.011,0,10,3.999999999998,0,84
6.125,0,10,1.999999999998,0,84
6.233,0,10,-3.0,0,84
6.340,0,10,0.999999999998,0,84
6.454,0,10,-2.000000000002,0,84
6.566,0,10,3.0,0,84
6.678,0,10,4.999999999998,0,84
6.790,0,10,4.999999999998,0,84
6.902,0,10,4.999999999998,0,84
7.014,0,10,1.999999999998,0,84
7.126,0,10,1.999999999998,0,84
7.237,0,10,3.999999999998,0,84
7.349,0,10,0.0,0,84
7.462,0,10,-5.000000000002,0,84
7.573,0,10,-2.000000000002,0,84
7.684,0,10,-1.000000000002,0,84
7.797,0,10,-3.0,0,84
7.908,0,10,-3.0,0,84
8.019,0,10,6.0,0,84
8.133,0,10,6.0,0,84
8.244,0,10,0.999999999998,0,84
8.355,0,10,0.0,0,84
8.468,0,10,-2.000000000002,0,84
8.578,0,10,4.999999999998,0,84
8.691,0,10,-1.000000000002,0,84
8.802,0,10,3.999999999998,0,84
8.914,0,10,0.999999999998,0,84
9.028,0,10,0.999999999998,0,84
9.138,0,10,0.999999999998,0,84
9.251,0,10,0.999999999998,0,84
9.362,0,10,-1.000000000002,0,84
9.477,0,10,-2.000000000002,0,84
9.586,0,10,-1.000000000002,0,84
9.696,0,10,3.999999999998,0,84
9.809,0,10,4.999999999998,0,84
9.921,0,10,0.0,0,84
10.031,0,10,3.0,0,84
10.142,0,10,-3.0,0,84
10.253,0,10,-3.0,0,84
10.364,0,10,0.999999999998,0,84
10.480,0,10,0.999999999998,0,84
10.589,0,10,-1.000000000002,0,84
10.700,0,10,-6.000000000002,0,84
10.813,0,10,-5.000000000002,0,84
10.925,0,10,-5.000000000002,0,84
11.036,0,10,-2.000000000002,0,84
11.148,0,10,-6.000000000002,0,84
11.260,0,10,-7.000000000004,0,84
11.371,0,10,-4.000000000002,0,84
11.483,0,10,-2.000000000002,0,84
11.596,0,10,-4.000000000002,0,84
11.708,0,10,-7.000000000004,0,84
11.821,0,10,-2.000000000002,0,84
11.932,0,10,-9.000000000002,0,84
12.044,0,10,-9.000000000002,0,84
12.148,0,10,-5.000000000002,0,84
12.260,0,10,-5.000000000002,0,84
12.372,0,10,-5.000000000002,0,84
12.483,0,10,-5.000000000002,0,84
12.596,0,10,-5.000000000002,-1,84
12.699,0,10,-5.000000000002,-1,84
12.810,0,11,17.999999999996,-1,84
12.914,10,20,36.999999999996,-1,84
13.017,10,27,43.999999999998,-1,84
13.130,20,35,53.999999999998,-1,84
13.233,20,42,64.999999999996,-1,84
13.334,30,50,67.999999999996,-1,84
13.444,30,57,72.999999999998,-1,84
13.556,40,62,86.999999999996,-1,84
13.668,40,67,92.999999999996,-1,84
13.781,40,71,97.0,0,84
13.893,40,71,97.0,0,84
14.006,40,71,97.0,0,84
14.118,50,82,106.999999999998,-1,83
14.230,50,85,111.999999999996,-1,83
14.342,50,86,110.999999999998,-1,83
14.455,60,88,114.999999999996,-1,83
14.567,60,89,115.999999999998,-1,83
14.678,60,90,113.999999999998,-1,83
14.791,60,90,113.999999999998,-1,83
14.903,60,91,119.999999999998,-1,83
15.015,60,90,119.999999999998,-1,83
15.128,60,91,122.0,-1,83
15.238,60,90,116.999999999998,-1,83
15.350,60,90,116.999999999998,-1,83
15.462,60,90,114.999999999996,-1,83
15.574,60,90,114.999999999996,-1,83
15.686,60,90,114.999999999996,-1,83
15.796,60,87,111.999999999996,-1,83
15.908,60,87,113.999999999998,-1,83
16.021,60,86,108.999999999996,-1,83
16.133,60,85,110.999999999998,-1,83
16.245,60,84,107.999999999998,-1,83
16.358,60,83,112.999999999998,-1,83
16.470,60,83,112.999999999998,-1,83
16.583,60,82,106.0,-1,83
16.695,60,82,106.0,-1,83
16.806,60,82,106.0,-1,83
16.918,60,81,106.999999999998,-1,83
17.029,50,80,106.0,-1,83
17.141,50,79,108.999999999996,-1,83
17.253,50,79,108.999999999996,-1,83
17.365,50,79,106.0,-1,82
17.477,50,79,106.0,-1,82
17.588,50,77,106.999999999998,-1,82
17.700,50,77,104.999999999998,-1,82
17.811,50,77,109.999999999998,-1,82
17.922,50,77,106.0,-1,82
18.032,50,77,100.0,-1,82
18.144,50,77,112.999999999998,-1,82
18.257,50,77,107.999999999998,-1,82
18.369,50,77,107.999999999998,-1,82
18.482,50,77,107.999999999998,-1,82
18.591,50,77,103.0,-1,82
18.699,50,77,106.0,-1,82
18.805,50,78,101.999999999998,-1,82
18.914,50,77,107.999999999998,-1,82
19.025,50,78,103.0,-1,82
19.134,50,78,109.999999999998,-1,81
19.248,50,78,109.999999999998,-1,81
19.351,50,78,107.999999999998,-1,81
19.457,50,78,109.999999999998,-1,81
19.559,50,79,110.999999999998,-1,81
19.668,50,79,106.999999999998,-1,81
19.782,50,80,106.999999999998,-1,81
19.897,50,80,108.999999999996,-1,81
20.003,50,81,106.0,-1,81
20.115,50,81,110.999999999998,-1,81
20.217,50,82,110.999999999998,0,81
20.330,60,82,111.999999999996,0,81
20.433,60,83,114.999999999996,0,81
20.542,60,83,110.999999999998,0,81
20.648,60,84,114.999999999996,0,81
20.751,60,84,113.999999999998,0,81
20.856,60,84,108.999999999996,0,81
20.965,60,85,108.999999999996,0,81
21.067,60,85,107.999999999998,0,81
21.184,60,85,110.999999999998,0,80
21.293,60,85,113.999999999998,0,80
21.409,60,84,116.999999999998,0,80
21.518,60,84,111.999999999996,0,80
21.634,60,84,113.999999999998,0,80
21.746,60,84,110.999999999998,0,80
21.861,60,84,119.999999999998,0,80
21.967,60,84,123.999999999998,0,80
22.083,60,88,117.999999999996,0,80
22.194,60,90,115.999999999998,0,80
22.297,70,93,123.999999999998,0,80
22.406,70,96,125.0,0,80
22.517,70,99,118.999999999998,-1,80
22.618,70,102,125.999999999998,-1,80
22.732,80,105,131.999999999998,-1,80
22.835,80,108,126.999999999998,0,80
22.946,80,112,137.999999999998,0,80
23.051,80,112,137.999999999998,0,80
23.167,90,118,141.999999999998,0,80
23.283,100,124,145.999999999998,0,79
23.386,100,126,142.999999999996,0,79
23.501,100,129,150.999999999998,0,79
23.604,100,132,147.0,0,79
23.707,100,132,147.0,0,79
23.812,110,138,154.999999999998,0,79
23.916,110,141,156.0,0,79
24.020,120,144,162.999999999998,0,79
24.128,120,147,165.999999999998,0,79
24.234,120,150,166.999999999998,0,79
24.344,120,153,166.999999999998,0,79
24.451,130,156,170.999999999998,0,79
24.551,130,160,169.999999999998,0,79
24.659,130,162,181.999999999998,0,79
24.761,140,163,175.0,0,79
24.868,140,169,186.999999999996,0,79
24.974,140,171,179.999999999998,0,79
25.081,150,173,190.999999999998,0,79
25.196,150,176,188.999999999998,0,78
25.304,150,179,194.999999999998,0,78
25.409,160,185,198.999999999998,0,78
25.521,160,188,195.999999999998,0,78
25.622,160,188,195.999999999998,0,78
25.735,160,188,195.999999999998,0,78
25.841,170,197,207.999999999998,0,78
25.947,170,197,207.999999999998,0,78
26.051,170,201,218.999999999998,-1,78
26.166,180,203,219.999999999998,-1,78
26.271,180,207,209.999999999998,-1,78
26.379,180,207,209.999999999998,-1,78
26.482,180,214,219.999999999998,-1,78
26.589,190,215,223.999999999998,-1,78
26.693,190,217,222.0,-1,78
26.796,190,218,225.0,-1,78
26.903,190,219,231.0,-1,78
27.016,190,218,222.999999999998,0,78
27.132,190,218,223.999999999998,0,77
27.233,190,216,223.999999999998,0,77
27.341,190,217,222.0,0,77
27.451,190,217,222.0,0,77
27.566,190,214,219.999999999998,-1,77
27.680,190,213,222.0,-1,77
27.784,190,211,215.999999999998,-1,77
27.895,190,213,219.999999999998,-1,77
28.001,190,213,218.999999999998,-1,77
28.110,190,211,223.999999999998,-1,77
28.218,190,212,228.0,-1,77
28.333,190,213,225.999999999998,-1,77
28.448,190,218,225.0,-1,77
28.552,190,221,219.999999999998,-1,77
28.659,190,225,225.0,-1,77
28.768,200,225,231.0,-1,77
28.876,200,225,225.999999999998,-1,77
28.982,200,224,222.999999999998,-1,77
29.084,200,227,228.999999999998,-1,77
29.200,200,225,228.999999999998,-1,76
29.313,200,225,226.999999999998,-1,76
29.416,200,225,218.999999999998,-1,76
29.535,200,225,229.999999999998,-1,76
29.644,200,224,226.999999999998,-1,76
29.745,200,225,226.999999999998,-1,76
29.853,200,224,228.0,-1,76
29.967,200,222,225.0,-1,76
30.068,200,222,225.0,-1,76
30.170,200,221,229.999999999998,0,76
30.281,200,223,228.0,0,76
30.386,200,222,237.999999999998,0,76
30.501,200,223,231.0,0,76
30.612,200,223,228.0,0,76
30.717,200,222,225.0,0,76
30.818,200,222,228.999999999998,0,76
30.934,200,224,225.999999999998,0,76
31.048,200,223,231.0,0,76
31.155,200,227,225.999999999998,-1,75
31.268,200,223,228.999999999998,-1,75
31.385,200,223,228.999999999998,-1,75
31.487,200,228,225.0,-1,75
31.599,200,224,222.999999999998,-1,75
31.701,200,225,225.0,-1,75
31.809,200,223,231.999999999998,-1,75
31.932,200,223,229.999999999998,-1,75
32.034,200,226,225.0,-1,75
32.150,200,226,228.999999999998,-1,75
32.251,200,225,226.999999999998,-1,75
32.355,200,223,225.0,-1,75
32.457,200,225,225.999999999998,-1,75
32.563,200,227,231.999999999998,-1,75
32.667,200,226,228.999999999998,-1,75
32.774,200,226,228.999999999998,-1,75
32.877,200,225,229.999999999998,-1,75
32.984,200,227,228.0,-1,75
33.097,200,230,225.999999999998,-1,75
33.201,200,230,225.999999999998,-1,75
33.308,200,227,228.999999999998,-1,74
33.425,200,226,220.999999999998,-1,74
33.528,200,229,226.999999999998,-1,74
33.634,200,227,225.0,-1,74
33.749,200,227,228.999999999998,-1,74
33.852,200,227,228.0,-1,74
33.955,200,226,226.999999999998,-1,74
34.061,200,226,226.999999999998,-1,74
34.175,200,227,223.999999999998,-1,74
34.282,200,229,225.0,-1,74
34.382,200,226,226.999999999998,-1,74
34.486,200,227,228.999999999998,0,74
34.587,200,228,228.0,0,74
34.695,200,227,225.999999999998,0,74
34.802,200,229,225.0,-1,74
34.908,200,227,228.0,0,74
35.012,200,227,228.0,0,74
35.127,200,228,225.999999999998,0,74
35.232,200,229,222.0,0,73
35.335,200,227,226.999999999998,0,73
35.442,200,229,229.999999999998,0,73
35.544,200,227,229.999999999998,-1,73
35.646,200,228,225.0,-1,73
35.752,200,227,223.999999999998,-1,73
35.859,200,226,228.0,-1,73
35.963,200,224,225.0,-1,73
36.064,200,227,225.0,-1,73
36.185,200,225,222.999999999998,-1,73
36.292,200,224,218.999999999998,-1,73
36.406,200,226,222.999999999998,-1,73
36.508,200,225,222.999999999998,-1,73
36.618,200,225,222.999999999998,-1,73
36.718,200,223,212.999999999998,-1,73
36.832,200,223,225.999999999998,-1,73
36.946,200,226,222.0,-1,73
37.050,200,222,225.0,-1,73
37.158,200,223,225.0,-1,72
37.261,200,222,220.999999999998,-1,72
37.371,200,222,222.0,-1,72
37.478,200,222,226.999999999998,-1,72
37.579,200,222,223.999999999998,-1,72
37.685,200,223,231.0,-1,72
37.799,200,222,223.999999999998,-1,72
37.919,200,221,223.999999999998,-1,72
38.034,200,225,222.0,-1,72
38.139,200,221,223.999999999998,-1,72
38.244,200,221,223.999999999998,-1,72
38.351,200,223,220.999999999998,-1,72
38.452,200,224,231.0,-1,72
38.558,200,226,222.0,-1,72
38.668,200,226,222.0,-1,72
38.780,200,224,226.999999999998,-1,72
38.892,200,224,226.999999999998,-1,72
39.005,200,224,222.999999999998,-1,72
39.116,200,223,222.999999999998,0,72
39.227,200,223,220.999999999998,0,71
39.330,200,227,223.999999999998,0,71
39.434,200,224,220.999999999998,-1,71
39.546,200,224,229.999999999998,-1,71
39.650,200,224,229.999999999998,-1,71
39.762,200,225,219.999999999998,-1,71
39.866,200,224,218.999999999998,-1,71
39.981,200,224,218.999999999998,-1,71
40.093,200,225,223.999999999998,-1,71
40.205,200,225,223.999999999998,-1,71
40.317,200,226,225.0,-1,71
40.428,200,223,217.999999999996,-1,71
40.539,200,224,225.0,-1,71
40.650,200,223,229.999999999998,-1,71
40.762,200,224,222.999999999998,-1,71
40.872,200,222,222.999999999998,-1,71
40.984,200,224,225.0,-1,71
41.096,200,224,225.0,-1,71
41.201,200,224,225.0,-1,71
41.314,200,222,220.999999999998,-1,70
41.434,200,222,220.999999999998,-1,70
41.549,200,226,223.999999999998,-1,70
41.665,200,222,222.999999999998,-1,70
41.778,200,221,216.999999999998,-1,70
41.883,200,223,218.999999999998,-1,70
41.986,200,223,215.999999999998,-1,70
42.094,200,223,215.999999999998,-1,70
42.200,200,230,220.999999999998,-1,70
42.301,200,229,225.999999999998,-1,70
42.402,200,234,215.999999999998,-1,70
42.514,200,228,223.999999999998,-1,70
42.615,200,226,222.0,-1,70
42.718,200,224,225.999999999998,-1,70
42.818,200,231,228.0,-1,70
42.935,200,241,216.999999999998,-1,70
43.037,200,235,212.999999999998,-1,70
43.139,200,234,218.999999999998,-1,70
43.251,200,238,211.999999999996,-1,69
43.360,210,237,213.999999999998,-1,69
43.461,210,237,213.999999999998,-1,69
43.566,210,225,210.999999999998,0,69
43.680,200,228,214.999999999996,0,69
43.793,200,225,208.999999999996,0,69
43.905,200,219,212.999999999998,0,69
44.011,200,219,212.999999999998,0,69
44.126,200,216,206.999999999998,0,69
44.232,200,214,209.999999999998,0,69
44.335,190,216,203.999999999998,0,69
44.451,190,212,198.999999999998,0,69
44.560,190,211,200.0,0,69
44.674,190,211,203.0,-1,69
44.777,190,212,198.999999999998,-1,69
44.884,190,215,204.999999999998,-1,69
44.994,190,213,208.999999999996,-1,69
45.096,190,213,208.999999999996,-1,69
45.198,190,212,207.999999999998,-1,69
45.301,190,215,204.999999999998,-1,68
45.409,190,214,203.0,-1,68
45.511,190,214,203.0,-1,68
45.615,190,212,213.999999999998,-1,68
45.721,190,219,215.999999999998,-1,68
45.831,190,222,206.0,-1,68
45.935,190,223,204.999999999998,-1,68
46.042,190,222,209.999999999998,-1,68
46.152,190,224,207.999999999998,-1,68
46.267,200,223,215.999999999998,-1,68
46.378,200,224,211.999999999996,-1,68
46.485,200,226,210.999999999998,-1,68
46.593,200,224,216.999999999998,-1,68
46.695,200,227,213.999999999998,-1,68
46.798,200,227,215.999999999998,-1,68
46.914,200,227,217.999999999996,-1,68
47.029,200,226,218.999999999998,-1,68
47.141,200,229,218.999999999998,-1,68
47.251,200,227,216.999999999998,-1,67
47.364,200,228,213.999999999998,0,67
47.464,200,226,211.999999999996,0,67
47.568,200,224,212.999999999998,0,67
47.682,200,224,216.999999999998,0,67
47.783,200,220,212.999999999998,0,67
47.885,200,221,214.999999999996,0,67
47.986,200,221,209.999999999998,0,67
48.092,200,217,208.999999999996,-1,67
48.197,200,220,207.999999999998,-1,67
48.302,200,215,211.999999999996,-1,67
48.417,190,218,209.999999999998,-1,67
48.518,190,221,206.999999999998,-1,67
48.632,190,216,211.999999999996,-1,67
48.733,190,220,200.999999999998,-1,67
48.836,190,220,200.999999999998,-1,67
48.939,190,221,212.999999999998,-1,67
49.045,190,219,212.999999999998,-1,67
49.158,190,221,210.999999999998,-1,66
49.274,190,222,204.999999999998,-1,66
49.377,190,218,214.999999999996,-1,66
49.485,190,217,201.999999999998,-1,66
49.593,190,214,214.999999999996,0,66
49.699,190,214,214.999999999996,0,66
49.810,190,198,213.999999999998,0,66
49.919,190,124,214.999999999996,0,66
50.022,190,6553,209.999999999998,0,66
50.129,190,6553,203.999999999998,0,66
50.230,190,6553,203.999999999998,0,66
50.339,190,172,209.999999999998,0,66
50.447,200,217,206.999999999998,0,66
50.551,200,217,206.999999999998,0,66
50.664,200,220,206.999999999998,0,66
50.780,200,221,207.999999999998,-1,66
50.884,200,221,211.999999999996,0,66
50.984,200,221,211.999999999996,0,66
51.085,200,219,213.999999999998,0,66
51.199,200,220,213.999999999998,-1,65
51.302,200,218,219.999999999998,-1,65
51.403,200,220,211.999999999996,-1,65
51.512,200,220,206.999999999998,0,65
51.616,200,221,218.999999999998,0,65
51.730,200,219,214.999999999996,-1,65
51.834,200,218,210.999999999998,-1,65
51.951,200,218,210.999999999998,-1,65
52.064,200,221,213.999999999998,-1,65
52.169,200,224,209.999999999998,-1,65
52.279,200,222,209.999999999998,-1,65
52.386,200,222,213.999999999998,-1,65
52.489,200,223,217.999999999996,-1,65
52.598,200,223,217.999999999996,-1,65
52.703,200,224,214.999999999996,0,65
52.816,200,227,211.999999999996,0,65
52.919,200,229,208.999999999996,0,65
53.036,200,225,212.999999999998,-1,65
53.144,200,225,210.999999999998,-1,64
53.245,200,225,210.999999999998,-1,64
53.351,200,225,211.999999999996,-1,64
53.457,200,225,211.999999999996,-1,64
53.567,200,227,214.999999999996,0,64
53.669,200,225,214.999999999996,0,64
53.777,200,228,211.999999999996,0,64
53.884,200,226,210.999999999998,0,64
54.000,200,223,209.999999999998,0,64
54.102,200,223,212.999999999998,0,64
54.209,200,222,206.999999999998,0,64
54.313,200,221,212.999999999998,0,64
54.418,200,218,211.999999999996,0,64
54.530,200,218,210.999999999998,0,64
54.636,200,218,220.999999999998,0,64
54.749,200,215,215.999999999998,-1,64
54.851,200,214,206.999999999998,-1,64
54.964,190,213,209.999999999998,-1,64
55.068,190,214,206.0,-1,64
55.173,190,213,208.999999999996,-1,64
55.275,190,215,203.0,-1,63
55.383,190,216,208.999999999996,-1,63
55.497,190,216,204.999999999998,0,63
55.604,190,217,210.999999999998,-1,63
55.709,190,215,203.0,-1,63
55.811,190,217,207.999999999998,-1,63
55.916,190,217,207.999999999998,-1,63
56.027,190,217,207.999999999998,-1,63
56.139,200,222,206.999999999998,-1,63
56.250,200,218,209.999999999998,-1,63
56.362,200,221,203.0,-1,63
56.464,200,217,204.999999999998,-1,63
56.568,200,217,204.999999999998,-1,63
56.680,200,217,204.999999999998,-1,63
56.785,200,219,210.999999999998,-1,63
56.896,200,219,210.999999999998,-1,63
57.000,200,219,204.999999999998,-1,63
57.102,200,219,204.999999999998,-1,63
57.214,200,219,204.999999999998,-1,63
57.326,200,220,207.999999999998,-1,62
57.438,200,218,213.999999999998,-1,62
57.550,200,218,209.999999999998,-1,62
57.661,200,220,206.0,-1,62
57.773,200,216,206.999999999998,-1,62
57.881,200,217,197.999999999998,-1,62
57.985,200,219,203.0,-1,62
58.101,200,218,200.999999999998,-1,62
58.219,200,222,204.999999999998,-1,62
58.333,200,218,209.999999999998,-1,62
58.440,200,219,208.999999999996,-1,62
58.542,200,218,212.999999999998,-1,62
58.647,200,219,210.999999999998,-1,62
58.749,200,221,211.999999999996,-1,62
58.852,200,224,212.999999999998,-1,62
58.968,200,222,209.999999999998,-1,62
59.076,200,219,213.999999999998,-1,62
59.185,200,222,210.999999999998,-1,61
59.293,200,221,203.999999999998,-1,61
59.401,200,221,203.999999999998,-1,61
59.503,200,221,206.0,-1,61
59.616,200,221,208.999999999996,-1,61
59.732,200,221,206.0,-1,61
59.838,200,217,204.999999999998,-1,61
59.943,200,219,206.0,-1,61
60.056,200,221,203.0,0,61
60.162,200,217,208.999999999996,0,61
60.266,200,218,200.999999999998,0,61
60.368,200,218,207.999999999998,0,61
60.474,200,218,203.0,0,61
60.584,200,218,203.0,0,61
60.697,200,219,203.0,0,61
60.810,200,214,206.0,0,61
60.913,200,216,209.999999999998,0,61
61.024,200,217,204.999999999998,0,61
61.130,190,216,207.999999999998,0,61
