t_rel,height_cm,tof_cm,baro_rel_cm,yaw_deg,pitch_deg,roll_deg,battery_pct
0.000,0,10,0.0,6,0,0,94
0.102,0,10,0.0,6,0,0,94
0.209,0,10,0.0,6,0,0,94
0.319,0,10,2.0,6,0,0,94
0.430,0,10,2.0,6,0,0,94
0.543,0,10,2.0,6,0,0,94
0.660,0,10,2.0,6,0,0,94
0.770,0,10,0.0,6,0,0,94
0.881,0,10,-1.0,6,0,0,94
0.993,0,10,5.0,6,0,0,94
1.097,0,10,8.0,6,0,0,94
1.209,0,10,8.0,6,0,0,94
1.312,0,10,3.0,6,0,0,94
1.425,0,10,2.0,6,0,0,94
1.528,0,10,2.0,6,0,0,94
1.640,0,10,0.0,6,0,0,94
1.743,0,10,0.0,6,0,0,94
1.856,0,10,3.0,6,0,0,94
1.961,0,10,1.0,6,0,0,94
2.073,0,10,3.0,6,0,0,94
2.183,0,10,-2.0,6,0,0,94
2.294,0,10,-2.0,6,0,0,94
2.406,0,10,-2.0,6,0,0,94
2.518,0,10,-2.0,6,0,0,94
2.630,0,10,-2.0,6,0,0,94
2.740,0,10,-2.0,6,0,0,94
2.852,0,10,-2.0,6,0,0,94
2.964,0,10,-1.0,6,0,0,94
3.077,0,10,-2.0,6,0,0,94
3.190,0,10,3.0,6,0,0,94
3.301,0,10,3.0,6,0,0,94
3.416,0,10,3.0,6,0,0,94
3.526,0,10,0.0,6,0,0,94
3.637,0,10,-4.0,6,0,0,94
3.751,0,10,-4.0,6,0,0,94
3.861,0,10,1.0,6,0,0,94
3.975,0,10,3.0,6,0,0,94
4.084,0,10,1.0,6,0,0,94
4.196,0,10,1.0,6,0,0,94
4.309,0,10,-2.0,6,0,0,94
4.420,0,10,-2.0,6,0,0,94
4.533,0,10,-2.0,6,0,0,94
4.644,0,10,1.0,6,0,0,94
4.761,0,10,2.0,6,0,0,94
4.867,0,10,4.0,6,0,0,94
4.980,0,10,-4.0,6,0,0,94
5.091,0,10,-4.0,6,0,0,94
5.202,0,10,-3.0,6,0,0,94
5.315,0,10,1.0,6,0,0,94
5.431,0,10,-5.0,6,0,0,94
5.545,0,10,-4.0,6,0,0,94
5.655,0,10,-4.0,6,0,0,94
5.764,0,10,-4.0,6,0,0,94
5.864,0,10,-4.0,7,0,0,94
5.981,0,10,-4.0,7,0,0,94
6.090,0,10,-4.0,6,-1,0,94
6.205,0,10,-4.0,6,0,0,94
6.313,10,13,22.0,6,1,0,94
6.419,10,22,48.0,6,2,-1,94
6.535,20,31,47.0,6,2,-1,94
6.639,30,44,65.0,6,2,-1,94
6.753,40,52,71.0,6,3,-1,94
6.869,40,59,80.0,6,2,-1,94
6.972,50,63,83.0,6,2,-1,94
7.081,50,68,88.0,7,2,-1,94
7.188,50,71,86.0,7,1,0,94
7.293,50,74,92.0,6,1,0,94
7.400,60,78,96.0,6,1,0,94
7.515,60,80,103.0,6,1,0,94
7.623,60,81,101.0,6,1,0,94
7.730,60,83,107.0,6,1,0,94
7.837,60,84,109.0,6,1,0,94
7.939,60,85,108.0,6,1,0,94
8.048,60,86,105.0,6,0,-1,94
8.156,70,87,102.0,6,1,-1,94
8.263,70,87,103.0,6,0,-1,94
8.370,70,87,107.0,6,0,-1,94
8.472,70,87,108.0,6,0,-1,94
8.578,70,86,109.0,6,0,-1,94
8.678,70,86,109.0,6,0,-1,94
8.785,70,88,102.0,7,1,-1,94
8.888,70,89,113.0,7,1,-1,94
8.999,70,91,116.0,6,1,-1,94
9.114,70,94,112.0,6,1,-1,94
9.223,80,97,113.0,6,1,-1,94
9.331,80,100,113.0,6,1,-1,94
9.438,80,102,118.0,6,1,-1,94
9.557,80,102,118.0,6,1,-1,94
9.664,90,108,126.0,6,1,-1,94
9.771,90,113,127.0,7,0,-1,94
9.873,100,115,132.0,7,0,-1,94
9.980,100,118,136.0,7,0,-1,94
10.100,100,120,136.0,7,0,0,94
10.207,100,120,136.0,7,0,0,94
10.309,110,127,139.0,7,0,0,94
10.413,110,129,143.0,7,0,0,94
10.530,110,135,146.0,7,0,0,94
10.640,120,137,149.0,7,0,0,94
10.745,120,140,152.0,7,0,0,94
10.852,120,142,153.0,7,0,0,94
10.967,130,145,147.0,7,0,0,94
11.082,130,146,161.0,7,0,0,94
11.189,130,150,157.0,7,0,-1,94
11.297,130,153,161.0,7,0,-1,94
11.404,140,155,162.0,7,0,-1,94
11.512,140,155,163.0,7,0,0,94
11.620,140,158,164.0,7,0,0,94
11.730,140,164,171.0,7,0,0,94
11.836,150,163,165.0,7,0,0,94
11.944,150,165,171.0,7,0,0,94
12.049,150,171,176.0,7,0,0,94
12.152,150,176,180.0,7,0,0,94
12.262,150,176,180.0,7,0,0,94
12.364,160,179,187.0,6,0,0,94
12.471,160,181,179.0,6,0,0,94
12.578,170,183,188.0,6,0,0,94
12.692,170,189,188.0,6,0,0,94
12.796,170,191,184.0,7,0,0,94
12.905,170,193,189.0,7,0,0,94
13.013,180,192,187.0,7,0,0,94
13.121,180,200,194.0,7,1,0,94
13.236,180,202,199.0,7,1,0,94
13.351,180,206,195.0,7,1,0,94
13.471,190,207,201.0,7,0,0,94
13.581,190,212,199.0,7,0,0,94
13.685,200,217,206.0,7,0,0,94
13.789,200,216,201.0,7,0,0,94
13.902,200,220,205.0,7,0,0,94
14.011,200,225,203.0,7,0,0,94
14.115,210,226,204.0,7,0,0,94
14.222,210,227,208.0,7,0,0,94
14.324,210,232,206.0,7,0,0,94
14.424,210,234,208.0,7,0,0,94
14.537,220,236,216.0,7,0,0,94
