frame_idx,t_rel
0,0.227
1,0.275
2,0.295
3,0.323
4,0.381
5,0.399
6,0.407
7,0.451
8,0.484
9,0.597
10,0.611
11,0.627
12,0.694
13,0.711
14,0.797
15,0.812
16,0.908
17,0.921
18,1.005
19,1.173
20,1.189
21,1.207
22,1.238
23,1.308
24,1.412
25,1.422
26,1.508
27,1.524
28,1.540
29,1.643
30,1.658
31,1.738
32,1.817
33,1.834
34,1.844
35,1.878
36,1.941
37,2.020
38,2.036
39,2.132
40,2.199
41,2.211
42,2.244
43,2.344
44,2.374
45,2.403
46,2.436
47,2.529
48,2.542
49,2.558
50,2.651
51,2.686
52,2.748
53,2.843
54,2.854
55,2.958
56,2.983
57,3.438
58,3.467
59,3.481
60,3.656
61,3.677
62,3.685
63,3.709
64,3.735
65,3.771
66,3.866
67,3.893
68,3.989
69,4.074
70,4.106
71,4.180
72,4.212
73,4.247
74,4.278
75,4.375
76,4.387
77,4.406
78,4.485
79,4.518
80,4.585
81,4.600
82,4.613
83,4.644
84,4.687
85,4.741
86,5.020
87,5.046
88,5.112
89,5.161
90,5.215
91,5.262
92,5.302
93,5.327
94,5.387
95,5.422
96,5.454
97,5.500
98,5.548
99,5.582
100,5.621
101,5.663
102,5.707
103,5.750
104,5.796
105,5.838
106,5.871
107,5.912
108,5.960
109,6.008
110,6.048
111,6.091
112,6.128
113,6.176
114,6.217
115,6.257
116,6.303
117,6.343
118,6.394
119,6.434
120,6.471
121,6.520
122,6.568
123,6.604
124,6.654
125,6.695
126,6.743
127,6.784
128,6.822
129,6.963
130,7.012
131,7.052
132,7.085
133,7.132
134,7.165
135,7.219
136,7.266
137,7.309
138,7.350
139,7.403
140,7.447
141,7.486
142,7.517
143,7.572
144,7.588
145,7.597
146,7.620
147,7.652
148,7.667
149,7.765
150,7.777
151,7.862
152,7.891
153,7.908
154,7.918
155,8.086
156,8.096
157,8.116
158,8.164
159,8.177
160,8.271
161,8.290
162,8.369
163,8.381
164,8.574
165,8.592
166,8.607
167,8.639
168,8.670
169,8.783
170,8.795
171,8.813
172,8.883
173,8.893
174,8.915
175,8.993
176,9.001
177,9.089
178,9.104
179,9.199
180,9.219
181,9.294
182,9.311
183,9.392
184,9.405
185,9.501
186,9.514
187,9.599
188,9.612
189,9.709
190,9.739
191,9.821
192,9.918
193,9.931
194,10.011
195,10.029
196,10.139
197,10.166
198,10.247
199,10.305
200,10.342
201,10.391
202,10.421
203,10.477
204,10.517
205,10.569
206,10.596
207,10.676
208,10.707
209,10.755
210,10.806
211,10.847
212,10.883
213,10.935
214,10.977
215,11.014
216,11.042
217,11.088
218,11.116
219,11.171
220,11.200
221,11.245
222,11.282
223,11.323
224,11.370
225,11.423
226,11.477
227,11.513
228,11.562
229,11.608
230,11.640
231,11.695
232,11.729
233,11.796
234,11.838
235,11.867
236,11.975
237,12.023
238,12.075
239,12.102
240,12.150
241,12.198
242,12.246
243,12.291
244,12.335
245,12.373
246,12.420
247,12.513
248,12.556
249,12.599
250,12.642
251,12.690
252,12.730
253,12.778
254,12.818
255,12.865
256,12.897
257,12.943
258,12.997
259,13.038
260,13.072
261,13.109
262,13.159
263,13.182
264,13.233
265,13.273
266,13.322
267,13.356
268,13.398
269,13.435
270,13.474
271,13.515
272,13.548
273,13.583
274,13.639
275,13.675
276,13.728
277,14.948
278,14.968
279,15.030
280,15.129
281,15.143
282,15.242
283,15.254
284,15.270
285,15.332
286,15.438
287,15.462
288,15.478
289,15.539
290,15.576
291,15.657
292,15.672
293,15.752
294,15.773
295,15.856
296,15.948
297,15.959
298,15.977
299,16.055
300,16.072
