t_rel,height_cm,tof_cm,baro_rel_cm,yaw_deg,battery_pct
0.000,0,10,0.0,-15,16
0.114,0,10,0.0,-15,16
0.219,0,10,-3.999999999998,-15,16
0.334,0,10,-3.0,-15,16
0.443,0,10,-3.999999999998,-15,16
0.554,0,10,-6.999999999998,-15,16
0.666,0,10,-0.999999999998,-15,16
0.778,0,10,-3.0,-15,16
0.890,0,10,-3.0,-15,16
1.002,0,10,-3.0,-15,15
1.115,0,10,0.0,-15,15
1.228,0,10,-7.999999999998,-15,15
1.338,0,10,-7.999999999998,-15,15
1.449,0,10,2.000000000002,-15,15
1.561,0,10,2.000000000002,-15,15
1.672,0,10,-3.0,-15,15
1.786,0,10,2.000000000002,-15,15
1.896,0,10,-0.999999999998,-15,15
2.008,0,10,-3.0,-15,15
2.120,0,10,-3.0,-15,15
2.232,0,10,-3.0,-15,15
2.344,0,10,-4.999999999998,-15,15
2.456,0,10,-4.999999999998,-15,15
2.568,0,10,-4.999999999998,-15,15
2.682,0,10,-4.999999999998,-15,15
2.792,0,10,-4.999999999998,-15,15
2.904,0,10,-6.0,-15,15
3.017,0,10,-3.999999999998,-15,15
3.128,0,10,-3.999999999998,-15,15
3.240,0,10,-0.999999999998,-15,15
3.351,0,10,-7.999999999998,-15,15
3.462,0,10,-7.999999999998,-15,15
3.576,0,10,-6.0,-15,15
3.687,0,10,-6.999999999998,-15,15
3.799,0,10,-11.999999999996,-15,15
3.911,0,10,-9.0,-15,15
4.023,0,10,-9.0,-15,15
4.136,0,10,-6.0,-15,15
4.248,0,10,-6.0,-15,15
4.360,0,10,-10.999999999998,-15,15
4.469,0,10,-7.999999999998,-15,15
4.582,0,10,-7.999999999998,-15,15
4.696,0,10,-1.999999999998,-15,15
4.806,0,10,1.000000000002,-15,15
4.919,0,10,-1.999999999998,-15,15
5.030,0,10,-3.999999999998,-15,15
5.141,0,10,-6.0,-15,15
5.253,0,10,-7.999999999998,-15,15
5.356,0,10,-7.999999999998,-15,15
5.464,0,10,-7.999999999998,-15,15
5.566,0,10,-7.999999999998,-15,15
5.675,0,10,0.0,-15,15
5.779,0,10,-6.999999999998,-15,15
5.883,0,10,-4.999999999998,-15,15
5.995,0,10,-4.999999999998,-15,15
6.099,0,10,-3.0,-15,15
6.204,0,10,-3.0,-15,15
6.309,0,10,-6.0,-15,15
6.421,0,10,-6.999999999998,-15,15
6.534,0,10,-6.999999999998,-15,15
6.643,0,10,-6.999999999998,-15,15
6.754,0,10,-3.999999999998,-15,15
6.864,0,10,-4.999999999998,-15,15
6.974,0,10,-7.999999999998,-15,15
7.086,0,10,-9.999999999998,-15,15
7.197,0,10,-3.999999999998,-15,15
7.308,0,10,-6.999999999998,-15,15
7.419,0,10,-4.999999999998,-15,15
7.530,0,10,-3.999999999998,-15,15
7.642,0,10,-3.999999999998,-15,15
7.752,0,10,-6.0,-15,15
7.864,0,10,-6.0,-15,15
7.976,0,10,-6.999999999998,-15,15
8.087,0,10,-6.0,-15,15
8.200,0,10,-6.0,-15,15
8.312,0,10,-1.999999999998,-15,15
8.423,0,10,-3.0,-15,15
8.538,0,10,-3.0,-15,15
8.648,0,10,-4.999999999998,-15,15
8.762,0,10,-1.999999999998,-15,15
8.874,0,10,-6.0,-15,15
8.987,0,10,-6.0,-15,15
9.098,0,10,-6.0,-15,15
9.208,0,10,-0.999999999998,-15,15
9.320,0,10,-6.0,-15,15
9.431,0,10,0.0,-15,15
9.541,0,10,0.0,-15,15
9.654,0,10,-4.999999999998,-15,15
9.766,0,10,-4.999999999998,-15,15
9.878,0,10,-4.999999999998,-15,15
9.989,0,10,-4.999999999998,-15,15
10.100,0,10,-3.999999999998,-15,15
10.214,0,10,-3.999999999998,-15,15
10.324,0,10,1.000000000002,-15,15
10.435,0,10,1.000000000002,-15,15
10.547,0,10,0.0,-15,15
10.660,0,10,-1.999999999998,-15,15
10.773,0,10,-1.999999999998,-15,15
10.887,0,10,-1.999999999998,-15,15
10.997,0,10,-3.0,-15,15
11.111,0,10,-3.0,-15,15
11.216,0,10,-4.999999999998,-15,15
11.328,0,10,-3.0,-15,15
11.429,0,10,-3.0,-15,15
11.542,0,10,-3.0,-15,15
11.654,0,10,-3.0,-15,15
11.764,0,10,-3.0,-15,15
11.876,0,10,-3.0,-15,15
11.981,0,10,-3.0,-15,15
12.093,0,10,-3.0,-15,15
12.197,10,10,18.000000000002,-15,15
12.309,10,19,40.000000000002,-15,15
12.413,20,29,45.000000000002,-15,15
12.518,30,35,58.000000000002,-15,15
12.630,40,46,68.000000000002,-15,15
12.742,50,55,81.000000000002,-15,15
12.855,60,64,84.000000000002,-15,15
12.966,60,64,84.000000000002,-15,15
13.079,60,64,84.000000000002,-15,15
13.190,70,70,88.000000000004,-15,15
13.303,80,78,104.000000000004,-15,15
13.415,80,78,104.000000000004,-15,15
13.527,80,76,93.000000000002,-15,15
13.640,80,76,93.000000000002,-15,15
13.757,80,76,93.000000000002,-15,15
13.863,70,73,96.000000000002,-15,15
13.974,70,73,93.000000000002,-15,15
14.086,70,73,93.000000000002,-15,15
14.199,70,74,96.000000000002,-15,15
14.311,70,74,96.000000000002,-15,15
14.424,70,74,96.000000000002,-15,15
14.535,80,75,103.000000000002,-15,15
14.647,80,77,102.000000000002,-15,15
14.760,80,77,102.000000000002,-15,15
14.871,80,77,103.000000000002,-15,15
14.984,80,77,103.000000000002,-15,15
15.097,80,77,103.000000000002,-15,15
