t_rel,lr,fb,ud,yaw,height_cm,yaw_deg
0.212,0,0,0,0,0,0
0.264,0,0,0,0,0,0
0.293,0,0,0,0,0,0
0.318,0,0,0,0,0,0
0.342,0,0,0,0,0,0
0.373,0,0,0,0,0,0
0.405,0,0,0,0,0,0
0.421,0,0,0,0,0,0
0.426,0,0,0,0,0,0
0.455,0,0,0,0,0,0
0.469,0,0,0,0,0,0
0.485,0,0,0,0,0,0
0.500,0,0,0,0,0,0
0.516,0,0,0,0,0,0
0.532,0,0,0,0,0,0
0.548,0,0,0,0,0,0
0.564,0,0,0,0,0,0
0.580,0,0,0,0,0,0
0.596,0,0,0,0,0,0
0.612,0,0,0,0,0,0
0.628,0,0,0,0,0,0
0.644,0,0,0,0,0,0
0.660,0,0,0,0,0,0
0.676,0,0,0,0,0,0
0.683,0,0,0,0,0,0
0.708,0,0,0,0,0,0
0.724,0,0,0,0,0,0
0.740,0,0,0,0,0,0
0.757,0,0,0,0,0,0
0.772,0,0,0,0,0,0
0.791,0,0,0,0,0,0
0.804,0,0,0,0,0,0
0.820,0,0,0,0,0,0
0.844,0,0,0,0,0,0
0.857,0,0,0,0,0,0
0.876,0,0,0,0,0,0
0.892,0,0,0,0,0,0
0.908,0,0,0,0,0,0
0.924,0,0,0,0,0,0
0.940,0,0,0,0,0,0
0.960,0,0,0,0,0,0
0.988,0,0,0,0,0,0
0.996,0,0,0,0,0,0
1.012,0,0,0,0,0,0
1.028,0,0,0,0,0,0
1.044,0,0,0,0,0,0
1.060,0,0,0,0,0,0
1.075,0,0,0,0,0,0
1.091,0,0,0,0,0,0
1.108,0,0,0,0,0,0
1.124,0,0,0,0,0,0
1.140,0,0,0,0,0,0
1.156,0,0,0,0,0,0
1.172,0,0,0,0,0,0
1.187,0,0,0,0,0,0
1.197,0,0,0,0,0,0
1.212,0,0,0,0,0,0
1.227,0,0,0,0,0,0
1.243,0,0,0,0,0,0
1.262,0,0,0,0,0,0
1.290,0,0,0,0,0,0
1.306,0,0,0,0,0,0
1.322,0,0,0,0,0,0
1.338,0,0,0,0,0,0
1.354,0,0,0,0,0,0
1.379,0,0,0,0,0,0
1.395,0,0,0,0,0,0
1.410,0,0,0,0,0,0
1.426,0,0,0,0,0,0
1.442,0,0,0,0,0,0
1.474,0,0,0,0,0,0
1.490,0,0,0,0,0,0
1.498,0,0,0,0,0,0
1.512,0,0,0,0,0,0
1.530,0,0,0,0,0,0
1.545,0,0,0,0,0,0
1.550,0,0,0,0,0,0
1.577,0,0,0,0,0,0
1.593,0,0,0,0,0,0
1.610,0,0,0,0,0,0
1.626,0,0,0,0,0,0
1.642,0,0,0,0,0,0
1.657,0,0,0,0,0,0
1.663,0,0,0,0,0,0
1.689,0,0,0,0,0,0
1.705,0,0,0,0,0,0
1.721,0,0,0,0,0,0
1.737,0,0,0,0,0,0
1.750,0,0,0,0,0,0
1.759,0,0,0,0,0,0
1.776,0,0,0,0,0,0
1.785,0,0,0,0,0,0
1.802,0,0,0,0,0,0
1.818,0,0,0,0,0,0
1.834,0,0,0,0,0,0
1.849,0,0,0,0,0,0
1.865,0,0,0,0,0,0
1.881,0,0,0,0,0,0
1.897,0,0,0,0,0,0
1.912,0,0,0,0,0,0
1.928,0,0,0,0,0,0
1.944,0,0,0,0,0,0
1.962,0,0,0,0,0,0
1.976,0,0,0,0,0,0
1.992,0,0,0,0,0,0
2.008,0,0,0,0,0,0
2.024,0,0,0,0,0,0
2.035,0,0,0,0,0,0
2.056,0,0,0,0,0,0
2.061,0,0,0,0,0,0
2.087,0,0,0,0,0,0
2.103,0,0,0,0,0,0
2.119,0,0,0,0,0,0
2.135,0,0,0,0,0,0
2.151,0,0,0,0,0,0
2.166,0,0,0,0,0,0
2.182,0,0,0,0,0,0
2.198,0,0,0,0,0,0
2.214,0,0,0,0,0,0
2.230,0,0,0,0,0,0
2.246,0,0,0,0,0,0
2.262,0,0,0,0,0,0
2.278,0,0,0,0,0,0
2.294,0,0,0,0,0,0
2.310,0,0,0,0,0,0
2.342,0,0,0,0,0,0
2.347,0,0,0,0,0,0
2.373,0,0,0,0,0,0
2.389,0,0,0,0,0,0
2.405,0,0,0,0,0,0
2.421,0,0,0,0,0,0
2.437,0,0,0,0,0,0
2.453,0,0,0,0,0,0
2.469,0,0,0,0,0,0
2.485,0,0,0,0,0,0
2.501,0,0,0,0,0,0
2.516,0,0,0,0,0,0
2.531,0,0,0,0,0,0
2.543,0,0,0,0,0,0
2.564,0,0,0,0,0,0
2.579,0,0,0,0,0,0
2.596,0,0,0,0,0,0
2.612,0,0,0,0,0,0
2.627,0,0,0,0,0,0
2.643,0,0,0,0,0,0
2.659,0,0,0,0,0,0
2.675,0,0,0,0,0,0
2.691,0,0,0,0,0,0
2.707,0,0,0,0,0,0
2.723,0,0,0,0,0,0
2.739,0,0,0,0,0,0
2.754,0,0,0,0,0,0
2.770,0,0,0,0,0,0
2.786,0,0,0,0,0,0
2.801,0,0,0,0,0,0
2.834,0,0,0,0,0,0
2.850,0,0,0,0,0,0
2.866,0,0,0,0,0,0
2.882,0,0,0,0,0,0
2.898,0,0,0,0,0,0
2.914,0,0,0,0,0,0
2.929,0,0,0,0,0,0
2.945,0,0,0,0,0,0
2.961,0,0,0,0,0,0
2.977,0,0,0,0,0,0
2.993,0,0,0,0,0,0
3.008,0,0,0,0,0,0
3.025,0,0,0,0,0,0
11.901,0,0,0,0,80,0
11.957,0,0,0,0,80,0
11.975,0,0,0,0,80,0
11.989,0,0,0,0,80,0
12.005,0,0,0,0,80,0
12.021,0,0,0,0,80,0
12.037,0,0,0,0,80,0
12.053,0,0,0,0,80,0
12.069,0,0,0,0,80,0
12.085,0,0,0,0,80,0
12.101,0,0,0,0,80,0
12.117,0,0,0,0,80,0
12.133,0,0,0,0,80,0
12.148,0,0,0,0,80,0
12.164,0,0,0,0,80,0
12.196,0,0,0,0,80,0
12.211,0,0,0,0,80,0
12.227,0,0,0,0,80,0
12.243,0,0,0,0,80,0
12.248,0,0,0,0,80,0
12.274,0,0,0,0,80,0
12.290,0,0,0,0,80,0
12.306,0,0,0,0,80,0
12.322,0,0,0,0,80,0
12.338,0,0,0,0,80,0
12.354,0,0,0,0,80,0
12.370,0,0,0,0,80,0
12.386,0,0,0,0,80,0
12.402,0,0,0,0,80,0
12.418,0,0,0,0,80,0
12.434,0,0,0,0,80,0
12.450,0,0,0,0,80,0
12.466,0,0,0,0,80,0
12.482,0,0,0,0,80,0
12.498,0,0,0,0,80,0
12.514,0,0,0,0,80,0
12.530,0,0,0,0,80,0
12.546,0,0,0,0,80,0
12.562,0,0,0,0,80,0
12.577,0,0,0,0,80,0
12.593,0,0,0,0,80,0
12.610,0,0,0,0,80,0
12.626,0,0,0,0,80,0
12.642,0,0,0,0,80,0
12.659,0,0,0,0,80,0
12.673,0,0,0,0,80,0
12.706,0,0,0,0,80,0
12.721,0,0,0,0,80,0
12.737,0,0,0,0,80,0
12.754,0,0,0,0,80,0
12.769,0,0,0,0,80,0
12.785,0,0,0,0,80,0
12.799,0,0,0,0,80,0
12.817,0,0,0,0,80,0
12.833,0,0,0,0,80,0
12.849,0,0,0,0,80,0
12.866,0,0,0,0,80,0
12.882,0,0,0,0,80,0
12.899,0,0,0,0,80,0
12.914,0,0,0,0,80,0
12.930,0,0,0,0,80,0
12.946,0,0,0,0,80,0
12.978,0,0,0,0,80,0
12.994,0,0,0,0,80,0
13.010,0,0,0,0,80,0
13.024,0,0,0,0,80,0
13.042,0,0,0,0,80,0
13.058,0,0,0,0,80,0
13.073,0,0,0,0,80,0
13.089,0,0,0,0,80,0
13.105,0,0,0,0,80,0
13.121,0,0,0,0,80,0
13.137,0,0,0,0,80,0
13.153,0,0,0,0,80,0
13.169,0,0,0,0,80,0
13.185,0,0,0,0,80,0
13.201,0,0,0,0,80,0
13.218,0,0,0,0,80,0
13.233,0,0,0,0,90,0
13.250,0,0,0,0,90,0
13.267,0,0,0,0,90,0
13.281,0,0,0,0,90,0
13.298,0,0,0,0,90,0
13.313,0,0,0,0,90,0
13.329,0,0,0,0,90,0
13.345,0,0,0,0,90,0
13.351,0,0,0,0,90,0
13.376,0,0,0,0,90,0
13.392,0,0,0,0,90,0
13.409,0,0,0,0,90,0
13.424,0,0,0,0,90,0
13.441,0,0,0,0,90,0
13.456,0,0,0,0,90,0
13.473,0,0,0,0,90,0
13.490,0,0,0,0,90,0
13.504,0,0,0,0,90,0
13.519,0,0,0,0,90,0
13.525,0,0,0,0,90,0
13.551,0,0,0,0,90,0
13.567,0,0,0,0,90,0
13.584,0,0,0,0,90,0
13.599,0,0,0,0,90,0
13.630,0,0,0,0,90,0
13.635,0,0,0,0,90,0
13.663,0,0,0,0,90,0
13.678,0,0,0,0,90,0
13.694,0,0,0,0,90,0
13.710,0,0,0,0,90,0
13.726,0,0,0,0,90,0
13.742,0,0,0,0,90,0
13.758,0,0,0,0,90,0
13.775,0,0,0,0,90,0
13.790,0,0,0,0,90,0
13.822,0,0,0,0,90,0
13.838,0,0,0,0,90,0
13.855,0,0,0,0,90,0
13.871,0,0,0,0,90,0
13.887,0,0,0,0,90,0
13.905,0,0,0,0,90,0
13.919,0,0,0,0,90,0
13.935,0,0,0,0,90,0
13.951,0,0,0,0,90,0
13.966,0,0,0,0,90,0
13.984,0,0,0,0,90,0
13.998,0,0,0,0,90,0
14.014,0,0,0,0,90,0
14.030,0,0,0,0,90,0
14.046,0,0,0,0,90,0
14.062,0,0,0,0,90,0
14.078,0,0,0,0,90,0
14.094,0,0,0,0,90,0
14.110,0,0,0,0,90,0
14.143,0,0,0,0,90,0
14.156,0,0,0,0,90,0
14.175,0,0,0,0,90,0
14.191,0,0,0,0,90,0
14.207,0,0,0,0,90,0
14.223,0,0,0,0,90,0
14.239,0,0,0,0,90,0
14.255,0,0,0,0,90,0
14.271,0,0,0,0,90,0
14.287,0,0,0,0,90,0
14.303,0,0,0,0,90,0
14.319,0,0,0,0,90,0
14.335,0,0,0,0,90,0
14.351,0,0,0,0,90,0
14.383,0,0,0,0,80,0
14.388,0,0,0,0,80,0
14.415,0,0,0,0,80,0
14.430,0,0,0,0,80,0
14.440,0,0,0,0,80,0
14.463,0,0,0,0,80,0
14.478,0,0,0,0,80,0
14.486,0,0,0,0,80,0
14.494,0,0,0,0,80,0
14.510,0,0,0,0,80,0
14.535,0,0,0,0,80,0
14.545,0,0,0,0,80,0
14.562,0,0,0,0,80,0
14.579,0,0,0,0,80,0
14.596,0,0,0,0,80,0
14.613,0,0,0,0,80,0
14.621,0,0,0,0,80,0
14.641,0,0,0,0,80,0
14.653,0,0,0,0,80,0
14.662,0,0,0,0,80,0
14.675,0,0,0,0,80,0
14.687,0,0,0,0,80,0
14.704,0,0,0,0,80,0
14.712,0,0,0,0,80,0
14.728,0,0,0,0,80,0
14.753,0,0,0,0,80,0
14.766,0,0,0,0,80,0
14.778,0,0,0,0,80,0
14.795,0,0,0,0,80,0
14.810,0,0,0,0,80,0
14.826,0,0,0,0,80,0
14.842,0,0,0,0,80,0
14.858,0,0,0,0,80,0
14.875,0,0,0,0,80,0
14.879,0,0,0,0,80,0
14.906,0,0,0,0,80,0
14.912,0,0,0,0,80,0
14.938,0,0,0,0,80,0
14.954,0,0,0,0,80,0
14.968,0,0,0,0,80,0
