t_rel,height_cm,tof_cm,baro_rel_cm,yaw_deg,pitch_deg,roll_deg,battery_pct
0.000,0,6553,0.0,0,2,0,70
0.111,0,6553,0.0,0,2,0,70
0.222,0,6553,2.000000000002,0,2,0,70
0.342,0,6553,0.0,0,2,0,70
0.453,0,6553,3.0,0,2,0,70
0.565,0,6553,3.0,0,2,0,70
0.676,0,6553,3.0,0,2,0,70
0.788,0,6553,0.0,0,2,0,70
0.892,0,6553,-0.999999999998,0,2,0,70
0.996,0,6553,-2.0,0,2,0,70
1.108,0,6553,-2.0,0,2,0,70
1.213,0,6553,-2.0,0,2,0,70
1.322,0,6553,1.0,0,2,0,70
1.426,0,6553,2.000000000002,0,2,0,70
1.530,0,6553,4.0,0,2,0,70
1.642,0,6553,3.0,0,2,0,70
1.754,0,6553,6.0,0,2,0,70
1.866,0,6553,6.0,0,2,0,70
1.976,0,6553,1.0,0,2,0,70
2.087,0,6553,1.0,0,2,0,70
2.198,0,6553,1.0,0,2,0,70
2.310,0,6553,2.000000000002,0,2,0,70
2.421,0,6553,2.000000000002,0,2,0,70
2.532,0,6553,4.0,0,2,0,70
2.643,0,6553,4.0,0,2,0,70
2.756,0,6553,4.0,0,2,0,70
2.866,0,6553,2.000000000002,0,2,0,70
2.978,0,6553,2.000000000002,0,2,0,70
3.088,0,6553,1.0,0,2,0,70
3.192,0,6553,1.0,0,2,0,70
3.306,0,6553,1.0,0,2,0,70
3.418,0,6553,1.0,0,2,0,70
3.530,0,6553,1.0,0,2,0,70
3.643,0,6553,1.0,0,2,0,70
3.755,0,6553,1.0,0,0,0,70
3.859,0,10,1.0,0,0,0,70
3.962,0,10,1.0,0,0,0,70
4.073,0,15,43.0,0,0,-1,70
4.176,0,15,43.0,0,0,-1,70
4.287,20,36,69.0,0,0,-3,70
4.392,30,45,76.0,0,0,-3,70
4.504,40,6553,77.000000000002,0,0,-2,70
4.615,50,6553,84.0,0,0,-3,70
4.725,50,6553,81.0,0,0,-3,70
4.837,60,6553,91.0,0,-1,-3,70
4.949,60,6553,102.000000000002,0,-1,-3,70
5.059,70,84,90.0,0,-1,-3,70
5.171,70,84,90.0,0,-1,-3,70
5.283,70,84,90.0,0,-1,-3,70
