frame_idx,t_rel
0,0.220
1,0.271
2,0.288
3,0.304
4,0.327
5,0.360
6,0.375
7,0.394
8,0.407
9,0.424
10,0.437
11,0.467
12,0.532
13,0.627
14,0.648
15,0.678
16,0.710
17,0.739
18,0.820
19,0.835
20,0.855
21,1.027
22,1.045
23,1.061
24,1.077
25,1.127
26,1.159
27,1.175
28,1.191
29,1.239
30,1.255
31,1.283
32,1.336
33,1.353
34,1.459
35,1.542
36,1.609
37,1.638
38,1.655
39,1.865
40,1.960
41,1.976
42,1.985
43,2.009
44,2.019
45,2.040
46,2.051
47,2.163
48,2.469
49,2.496
50,2.512
51,2.544
52,2.580
53,2.596
54,2.623
55,2.671
56,2.787
57,2.898
58,2.912
59,2.930
60,2.974
61,3.042
62,3.073
63,3.088
64,3.106
65,3.117
66,3.137
67,3.151
68,3.200
69,3.277
70,3.293
71,3.485
72,3.501
73,3.517
74,3.530
75,3.612
76,3.628
77,3.649
78,3.663
79,3.692
80,3.791
81,3.806
82,3.820
83,3.839
84,3.904
85,3.921
86,3.949
87,4.107
88,4.127
89,4.141
90,4.155
91,4.207
92,4.235
93,4.315
94,4.328
95,4.351
96,4.511
97,4.567
98,4.588
99,4.621
100,4.830
101,4.842
102,4.862
103,4.875
104,4.891
105,4.909
106,5.024
107,5.037
108,5.051
109,5.248
110,5.435
111,5.457
112,5.474
113,5.484
114,5.503
115,5.553
116,5.563
117,5.642
118,5.842
119,5.865
120,5.884
121,5.901
122,5.932
123,5.960
124,6.076
125,6.091
126,6.257
127,6.285
128,6.312
129,6.344
130,6.455
131,6.492
132,6.761
133,6.796
134,6.939
135,6.953
136,6.970
137,6.984
138,6.998
139,7.018
140,7.036
141,7.049
142,7.273
143,7.290
144,7.306
145,7.402
146,7.481
147,7.497
148,7.526
149,7.546
150,7.593
151,7.689
152,7.711
153,11.457
154,11.603
155,11.614
156,11.770
157,11.802
158,11.816
159,12.003
160,12.031
161,12.224
162,12.249
163,12.269
164,12.458
165,12.479
166,12.509
167,12.720
168,12.730
169,12.746
170,12.961
171,12.972
172,12.992
173,13.018
174,13.200
175,13.231
176,13.439
177,13.455
178,13.468
179,13.485
180,13.646
181,13.657
182,13.688
183,13.815
184,13.853
185,14.015
186,14.040
187,14.204
188,14.215
189,14.226
190,14.243
191,14.397
192,14.428
193,14.584
194,14.596
195,14.616
196,14.626
197,14.649
198,14.693
199,14.742
200,14.753
201,14.789
202,14.820
203,14.852
204,14.888
205,14.936
206,14.952
207,15.076
208,15.088
209,15.112
210,15.143
211,15.155
212,15.189
213,15.283
214,15.333
215,15.355
216,15.461
217,15.474
218,15.493
219,15.539
220,15.559
221,15.587
222,15.655
223,15.666
224,15.731
225,15.763
226,15.785
227,15.875
228,15.893
229,15.972
230,16.003
231,16.020
232,16.051
233,16.087
234,16.151
235,16.164
236,16.198
237,16.226
238,16.274
239,16.291
240,16.342
241,16.374
242,16.390
243,16.399
244,16.497
245,16.513
246,16.529
247,16.593
248,16.612
249,16.656
250,16.666
251,16.687
252,16.785
253,16.863
254,16.911
255,16.928
256,16.991
257,17.024
258,17.106
259,17.118
260,17.234
261,17.267
262,17.277
263,17.295
264,17.326
265,17.379
266,17.389
267,17.472
268,17.485
269,17.517
270,17.549
271,17.582
272,17.613
273,17.680
274,17.694
275,17.709
276,17.821
277,17.841
278,17.852
279,17.884
280,17.916
281,17.981
282,18.000
283,18.028
284,18.048
285,18.127
286,18.188
287,18.235
288,18.305
289,18.322
290,18.351
291,18.442
292,18.458
293,18.490
294,18.541
295,18.554
296,18.601
297,18.617
298,18.654
299,18.757
300,18.783
301,18.841
302,18.943
303,18.954
304,18.985
305,19.020
306,19.069
307,19.116
308,19.133
309,19.145
310,19.178
311,19.260
312,19.305
313,19.337
314,19.386
315,19.401
316,19.452
317,19.483
318,19.565
319,19.581
320,19.609
321,19.672
322,19.756
323,19.786
324,19.798
325,19.833
326,19.885
327,19.899
328,19.931
329,19.991
330,20.060
331,20.070
332,20.138
333,20.203
334,20.214
335,20.225
336,20.262
337,20.294
338,20.327
339,20.390
340,20.406
341,20.458
342,20.485
343,20.567
344,20.581
345,20.600
346,20.629
347,20.645
348,20.693
349,20.772
350,20.788
351,20.820
352,20.872
353,20.886
354,20.931
355,20.951
356,20.997
357,21.028
358,21.063
359,21.077
360,21.123
361,21.155
362,21.207
363,21.337
364,21.351
365,21.363
366,21.395
367,21.462
368,21.525
369,21.572
370,21.589
371,21.617
372,21.652
373,21.746
374,21.766
375,21.813
376,21.830
377,21.872
378,21.893
379,21.921
380,22.001
381,22.032
382,22.048
383,22.085
384,22.128
385,22.180
386,22.196
387,22.225
388,22.261
389,22.277
390,22.320
391,22.351
392,22.431
393,22.469
394,22.482
395,22.528
396,22.565
397,22.610
398,22.620
399,22.657
400,22.710
401,22.717
402,22.756
403,22.800
404,22.835
405,22.848
406,22.943
407,22.960
408,22.981
409,23.055
410,23.107
411,23.119
412,23.154
413,23.238
414,23.247
415,23.262
416,23.294
417,23.358
418,23.436
419,23.483
420,23.494
421,23.536
422,23.548
423,23.599
424,23.611
425,23.676
426,23.722
427,23.755
428,23.855
429,23.882
430,23.930
431,23.980
432,23.994
433,24.027
434,24.064
435,24.176
436,24.224
437,24.231
438,24.281
439,24.345
440,24.356
441,24.395
442,24.477
443,24.484
444,24.525
445,24.557
446,24.601
447,24.621
448,24.686
449,24.713
450,24.760
451,24.796
452,24.845
453,24.876
454,24.888
455,24.955
456,24.983
457,25.018
458,25.082
459,25.099
460,25.145
461,25.157
462,25.182
463,25.237
464,25.254
465,25.305
466,25.321
467,25.382
468,25.399
469,25.450
470,25.493
471,25.560
472,25.570
473,25.591
474,25.619
475,25.651
476,25.701
477,25.721
478,25.777
479,25.794
480,25.844
481,25.860
482,25.925
483,25.951
484,26.003
485,26.035
486,26.052
487,26.082
488,26.126
489,26.147
490,26.210
491,26.222
492,26.268
493,26.281
494,26.319
495,26.385
496,26.398
497,26.458
498,26.510
499,26.519
500,26.574
501,26.582
502,26.635
503,26.666
504,26.682
