t_rel,height_cm,tof_cm,baro_rel_cm,yaw_deg,battery_pct
0.000,0,10,0.0,-11,54
0.106,0,10,-6.0,-11,54
0.206,0,10,-6.0,-11,54
0.312,0,10,-6.0,-11,54
0.423,0,10,-7.0,-11,54
0.535,0,10,-4.999999999998,-11,54
0.647,0,10,-7.0,-11,54
0.758,0,10,-6.0,-11,54
0.870,0,10,-6.0,-11,54
0.973,0,10,-3.0,-11,54
1.085,0,10,-4.0,-11,54
1.189,0,10,-4.0,-11,54
1.301,0,10,-7.999999999998,-11,54
1.408,0,10,-4.0,-11,54
1.518,0,10,-4.0,-11,54
1.624,0,10,-9.0,-11,54
1.734,0,10,-9.0,-11,54
1.840,0,10,-4.999999999998,-11,54
1.952,0,10,-2.000000000002,-11,54
2.064,0,10,-10.0,-11,54
2.171,0,10,-4.999999999998,-11,54
2.283,0,10,-4.0,-11,54
2.396,0,10,-4.0,-11,54
2.507,0,10,-6.0,-11,54
2.619,0,10,-10.999999999998,-11,54
2.731,0,10,-10.0,-11,54
2.843,0,10,-9.0,-11,54
2.954,0,10,-9.0,-11,54
3.065,0,10,-7.0,-11,54
3.176,0,10,-7.0,-11,54
3.291,0,10,-12.0,-11,54
3.400,0,10,-6.0,-11,54
3.512,0,10,-4.999999999998,-11,54
3.623,0,10,-1.0,-11,54
3.735,0,10,-1.0,-11,54
3.847,0,10,-4.0,-11,54
3.959,0,10,-4.0,-11,54
4.070,0,10,-4.0,-11,54
4.182,0,10,-4.0,-11,54
4.292,0,10,-7.999999999998,-11,54
4.402,0,10,-3.0,-11,54
4.513,0,10,-10.0,-11,54
4.625,0,10,-4.999999999998,-11,54
4.737,0,10,-4.999999999998,-11,54
4.848,0,10,-10.999999999998,-11,54
4.960,0,10,-7.0,-11,54
5.071,0,10,-7.0,-11,54
5.184,0,10,-7.999999999998,-11,54
5.296,0,10,-3.0,-11,54
5.407,0,10,-7.0,-11,54
5.520,0,10,-7.0,-11,54
5.631,0,10,-6.0,-11,54
5.743,0,10,-6.0,-11,54
5.854,0,10,-4.999999999998,-11,54
5.966,0,10,-6.0,-11,54
6.078,0,10,-7.999999999998,-11,54
6.189,0,10,-10.0,-11,54
6.301,0,10,-7.0,-11,54
6.412,0,10,-7.0,-11,54
6.525,0,10,-7.999999999998,-11,54
6.635,0,10,-4.999999999998,-11,54
6.749,0,10,-4.999999999998,-11,54
6.860,0,10,-4.999999999998,-11,54
6.973,0,10,-7.0,-11,54
7.084,0,10,-4.999999999998,-11,54
7.195,0,10,-7.999999999998,-11,54
7.306,0,10,-7.999999999998,-11,54
7.419,0,10,-9.0,-11,54
7.531,0,10,-7.999999999998,-11,54
7.643,0,10,-4.999999999998,-11,54
7.755,0,10,-4.999999999998,-11,54
7.870,0,10,-4.999999999998,-11,54
7.980,0,10,-2.000000000002,-11,54
8.091,0,10,-7.999999999998,-11,54
8.203,0,10,-2.000000000002,-11,54
8.317,0,10,-2.000000000002,-11,54
8.429,0,10,-7.0,-11,54
8.541,0,10,-7.0,-11,54
8.653,0,10,-2.000000000002,-11,54
8.764,0,10,-7.999999999998,-11,54
8.879,0,10,-12.0,-11,54
8.988,0,10,-9.0,-11,54
9.101,0,10,-7.0,-11,54
9.214,0,10,-7.0,-11,54
9.328,0,10,-6.0,-11,54
9.439,0,10,-10.999999999998,-11,54
9.550,0,10,-10.0,-11,54
9.662,0,10,-10.0,-11,54
9.776,0,10,-10.0,-11,54
9.886,0,10,-4.0,-11,54
9.999,0,10,-7.999999999998,-11,54
10.112,0,10,-7.999999999998,-11,54
10.220,0,10,-9.0,-11,54
10.323,0,10,-9.0,-11,54
10.436,0,10,-10.999999999998,-11,54
10.546,0,10,-10.999999999998,-11,54
10.658,0,10,-10.999999999998,-11,54
10.769,0,10,-10.999999999998,-11,54
10.872,0,10,-10.999999999998,-11,54
10.983,0,10,-10.999999999998,-12,54
11.088,0,10,-10.999999999998,-12,54
11.199,10,18,36.000000000002,-12,54
11.304,10,18,36.000000000002,-12,54
11.416,20,32,47.0,-12,54
11.523,30,41,56.0,-12,54
11.635,40,49,58.0,-12,54
11.747,40,57,72.999999999998,-12,54
11.859,50,63,78.0,-12,54
11.972,50,68,75.0,-12,54
12.083,60,74,88.0,-12,54
12.190,60,77,90.0,-12,54
12.291,60,77,90.0,-12,54
12.403,60,79,96.0,-12,54
12.515,60,79,96.0,-12,54
12.626,60,80,100.0,-12,54
12.738,60,80,100.0,-12,54
12.850,60,80,100.0,-12,54
12.961,70,82,93.0,-12,54
13.073,70,83,100.0,-12,54
13.185,70,83,100.0,-12,54
13.296,70,82,100.0,-12,54
13.408,70,82,92.000000000002,-12,54
13.521,70,82,100.0,-12,54
13.631,70,82,100.0,-12,54
13.742,70,81,99.0,-12,54
13.852,70,80,100.999999999998,-12,54
13.965,70,79,94.0,-12,54
14.077,70,79,96.0,-12,54
14.188,70,79,97.999999999998,-12,54
14.295,70,79,89.000000000002,-12,54
14.402,70,79,95.000000000002,-12,54
14.509,70,79,95.000000000002,-12,54
14.623,70,78,100.0,-12,54
14.725,70,78,96.0,-12,54
14.842,70,78,95.000000000002,-12,54
14.951,70,79,99.0,-12,54
15.071,70,79,99.0,-12,54
15.185,70,79,96.0,-12,54
15.289,70,79,89.000000000002,-12,54
15.390,70,79,94.0,-12,54
15.493,70,79,105.0,-12,54
15.597,70,80,95.000000000002,-12,54
15.706,70,79,95.000000000002,-12,54
15.816,70,80,100.0,-12,54
15.922,70,80,103.0,-12,54
16.033,70,81,103.999999999998,-12,54
16.139,70,82,103.0,-12,54
16.240,70,84,102.0,-12,54
16.356,70,86,105.0,-12,54
16.465,70,89,106.999999999998,-12,54
16.573,80,95,108.0,-12,54
16.673,80,97,114.000000000002,-12,54
16.778,80,100,112.0,-12,54
16.890,90,103,118.0,-12,54
16.997,90,106,120.000000000002,-12,54
17.107,90,110,124.0,-12,54
17.212,90,112,122.999999999998,-12,54
17.315,100,117,120.000000000002,-12,54
17.430,100,118,128.999999999998,-12,54
17.531,100,123,125.999999999998,-12,54
17.640,110,125,131.999999999998,-12,54
17.741,110,128,141.0,-12,54
17.849,110,131,136.000000000002,-12,54
17.963,120,135,137.0,-12,54
18.076,120,140,141.0,-12,54
18.183,120,140,141.0,-12,54
18.285,130,142,147.999999999998,-12,54
18.390,130,148,145.000000000002,-12,54
18.490,140,149,150.999999999998,-12,54
18.601,140,152,146.0,-12,54
18.706,140,156,147.0,-12,54
18.808,140,156,147.0,-12,54
18.919,150,160,156.0,-12,54
19.034,150,163,160.0,-12,54
19.139,150,165,162.0,-12,54
19.240,150,168,164.000000000002,-12,54
19.341,160,172,166.0,-12,54
19.447,160,176,164.000000000002,-12,54
19.548,160,174,172.0,-12,54
19.654,170,178,163.0,-12,54
19.757,170,184,171.0,-12,54
19.864,170,185,177.0,-12,54
19.967,170,187,175.999999999998,-12,54
20.076,180,188,177.0,-12,54
20.187,180,190,178.999999999998,-12,54
20.295,180,196,185.0,-12,54
20.404,180,198,187.0,-12,54
20.514,190,200,187.0,-12,54
20.622,190,205,184.0,-12,54
20.723,190,208,194.0,-12,54
20.832,200,211,200.999999999998,-12,54
20.940,200,216,197.0,-12,54
21.049,200,217,200.999999999998,-12,54
21.164,200,221,200.999999999998,-12,54
21.273,210,225,206.0,-12,54
21.382,210,229,210.0,-12,54
21.490,220,234,208.0,-12,54
21.610,220,233,202.0,-12,54
21.723,220,232,205.0,-12,54
21.826,220,235,219.0,-12,54
21.931,220,237,212.0,-12,54
22.036,220,235,218.0,-11,54
22.140,220,237,208.0,-11,54
22.250,220,237,205.0,-12,54
22.357,220,236,206.0,-11,54
22.473,220,236,211.000000000002,-11,54
22.573,220,234,206.999999999998,-12,54
22.682,220,233,213.0,-12,54
22.798,220,238,206.0,-12,54
22.907,220,232,210.0,-12,54
23.020,220,230,214.000000000002,-12,54
23.136,220,230,211.000000000002,-12,54
23.243,220,232,206.0,-12,54
23.357,220,234,211.000000000002,-12,54
23.473,220,231,203.999999999998,-12,54
23.575,220,232,208.0,-12,54
23.683,220,232,212.0,-12,54
23.798,220,232,210.0,-12,54
23.906,220,235,197.999999999998,-12,54
