frame_idx,t_rel
0,0.379
1,0.401
2,0.418
3,0.440
4,0.457
5,0.489
6,0.506
7,0.550
8,0.564
9,0.773
10,0.788
11,0.814
12,0.834
13,0.860
14,0.968
15,0.992
16,1.081
17,1.094
18,1.179
19,1.196
20,1.286
21,1.310
22,1.326
23,1.354
24,1.386
25,1.626
26,1.653
27,1.667
28,1.684
29,1.700
30,1.724
31,1.787
32,1.810
33,1.897
34,1.918
35,1.932
36,1.999
37,2.024
38,2.114
39,2.141
40,2.198
41,2.229
42,2.292
43,2.324
44,2.360
45,2.379
46,2.392
47,2.510
48,2.532
49,2.569
50,2.600
51,2.630
52,8.599
53,8.635
54,8.674
55,8.732
56,8.752
57,8.774
58,8.804
59,8.850
60,8.865
61,8.938
62,8.961
63,9.042
64,9.055
65,9.075
66,9.102
67,9.163
68,9.193
69,9.212
70,9.221
71,9.270
72,9.333
73,9.357
74,9.447
75,9.463
76,9.498
77,9.569
78,9.631
79,9.650
80,9.666
81,9.726
82,9.738
83,9.774
84,9.830
85,9.851
86,9.871
87,9.889
88,9.940
89,9.954
90,10.022
91,10.089
92,10.104
93,10.134
94,10.151
95,10.193
96,10.281
97,10.301
98,10.321
99,10.344
100,10.387
101,10.454
102,10.487
103,10.570
104,10.586
105,10.633
106,10.674
107,10.687
108,10.738
109,10.755
110,10.790
111,10.851
112,10.872
113,10.896
114,11.013
115,11.029
116,11.106
117,11.126
118,11.168
119,11.190
120,11.233
121,11.250
122,11.307
123,11.353
124,11.368
125,11.412
126,11.428
127,11.458
128,11.507
129,11.525
130,11.554
131,11.612
132,11.636
133,11.660
134,11.730
135,11.756
136,11.820
137,11.840
138,11.911
139,11.932
140,11.957
141,11.989
142,12.019
143,12.061
144,12.136
145,12.204
146,12.237
147,12.259
148,12.289
149,12.310
150,12.337
151,12.403
152,12.436
153,12.519
154,12.534
155,12.555
156,12.576
157,12.609
158,12.641
159,12.658
160,12.717
161,12.741
162,12.778
163,12.806
164,12.836
165,12.904
166,12.941
167,12.969
168,13.018
169,13.034
170,13.052
171,13.114
172,13.127
173,13.158
174,13.214
175,13.224
176,13.273
177,13.308
178,13.365
179,13.393
180,13.440
181,13.476
182,13.500
183,13.552
184,13.570
185,13.595
186,13.666
187,13.687
188,13.722
189,13.757
190,13.841
191,13.889
192,13.902
193,13.953
194,13.966
195,14.007
196,14.024
197,14.072
198,14.100
199,14.134
200,14.166
201,14.206
202,14.226
203,14.274
204,14.306
205,14.326
206,14.349
207,14.408
208,14.456
209,14.489
210,14.538
211,14.554
212,14.596
213,14.659
214,14.674
215,14.690
216,14.764
217,14.787
218,14.804
219,14.836
220,14.878
221,14.890
222,14.943
223,14.952
224,15.012
225,15.046
226,15.073
227,15.094
228,15.172
229,15.210
230,15.221
231,15.288
232,15.321
233,15.354
234,15.368
235,15.395
236,15.488
237,15.502
238,15.535
239,15.602
240,15.620
241,15.659
242,15.724
243,15.819
244,15.837
245,15.869
246,15.934
247,15.951
248,16.042
249,16.058
250,16.118
251,16.135
252,16.184
253,16.251
254,16.284
255,16.322
256,16.412
257,16.433
258,16.479
259,16.508
260,16.540
261,16.564
262,16.613
263,16.635
264,16.666
265,16.688
266,16.724
267,16.790
268,16.805
269,16.824
270,16.895
271,16.904
272,16.942
273,16.972
274,17.030
275,17.056
276,17.124
277,17.158
278,17.191
279,17.225
280,17.250
281,17.328
282,17.342
283,17.455
284,17.488
285,17.557
286,17.591
287,17.658
288,17.688
289,17.739
290,17.767
291,17.811
292,17.837
293,17.854
294,17.928
295,17.951
296,17.975
297,17.993
298,18.059
299,18.072
300,18.124
301,18.138
302,18.157
303,18.233
304,18.250
305,18.295
306,18.351
307,18.374
308,18.409
309,18.426
310,18.491
311,18.513
312,18.529
313,18.570
314,18.586
315,18.646
316,18.656
317,18.690
318,18.774
319,18.788
320,18.805
321,18.864
322,18.895
323,18.954
324,18.967
325,18.984
326,19.019
327,19.068
328,19.089
329,19.146
330,19.170
331,19.186
332,19.249
333,19.261
334,19.288
335,19.352
336,19.366
337,19.386
338,19.436
339,19.485
340,19.540
341,19.556
342,19.607
343,19.618
344,19.674
345,19.693
346,19.743
347,19.756
348,19.800
349,19.869
350,19.905
351,19.933
352,19.990
353,20.008
354,20.023
355,20.074
356,20.088
357,20.124
358,22.755
359,22.789
360,22.805
361,22.823
362,22.839
363,22.859
364,22.891
365,22.941
366,22.955
367,22.989
368,23.042
369,23.058
370,23.124
371,23.167
372,23.186
373,23.228
374,23.292
375,23.305
376,23.324
377,23.382
378,23.400
379,23.424
380,23.451
381,23.490
382,23.555
383,23.613
384,23.627
385,23.725
386,23.741
387,23.758
388,23.791
389,23.839
390,23.909
391,23.927
392,23.942
393,23.955
394,24.011
395,24.032
396,24.086
397,24.107
398,24.124
399,24.172
400,24.237
401,24.295
402,24.320
403,24.414
404,24.431
405,24.519
406,24.537
407,24.554
408,24.584
409,24.618
410,24.650
411,24.689
412,24.725
413,24.747
414,24.813
415,24.843
416,24.874
417,24.941
418,24.957
419,25.039
420,25.058
421,25.098
422,25.140
423,25.156
424,25.222
425,25.274
426,25.287
427,25.344
428,25.423
429,25.442
430,25.455
431,25.519
432,25.541
433,25.567
434,25.608
435,25.625
436,25.652
437,25.726
438,25.739
439,25.753
440,25.829
441,25.854
