t_rel,height_cm,tof_cm,baro_rel_cm,yaw_deg,pitch_deg,roll_deg,battery_pct
0.000,0,10,0.0,0,0,-1,81
0.109,0,10,0.0,0,0,-1,81
0.213,0,10,0.0,0,0,-1,81
0.326,0,10,0.0,0,0,-1,81
0.438,0,10,0.0,0,0,-1,81
0.550,0,10,2.0,0,0,-1,81
0.662,0,10,2.0,0,0,-1,81
0.778,0,10,-2.0,0,0,-1,81
0.889,0,10,-2.0,0,0,-1,81
0.992,0,10,7.0,0,0,-1,81
1.105,0,10,7.0,0,0,-1,81
1.209,0,10,3.0,0,0,-1,81
1.321,0,10,3.0,0,0,-1,81
1.425,0,10,-5.0,0,0,-1,81
1.531,0,10,-5.0,0,0,-1,81
1.633,0,10,-2.0,0,0,-1,80
1.746,0,10,-2.0,0,0,-1,80
1.856,0,10,-2.0,0,0,-1,80
1.969,0,10,-2.0,0,0,-1,80
2.082,0,10,-2.0,0,0,-1,80
2.193,0,10,5.0,0,0,-1,80
2.306,0,10,1.0,0,0,-1,80
2.419,0,10,-1.0,0,0,-1,80
2.529,0,10,3.0,0,0,-1,80
2.641,0,10,1.0,0,0,-1,80
2.752,0,10,1.0,0,0,-1,80
2.864,0,10,5.0,0,0,-1,80
2.974,0,10,0.0,0,0,-1,80
3.084,0,10,5.0,0,0,-1,80
3.197,0,10,8.0,0,0,-1,80
3.310,0,10,4.0,0,0,-1,80
3.420,0,10,5.0,0,0,-1,80
3.533,0,10,4.0,0,0,-1,80
3.645,0,10,0.0,0,0,-1,80
3.757,0,10,3.0,0,0,-1,80
3.869,0,10,2.0,0,0,-1,80
3.980,0,10,4.0,0,0,-1,80
4.091,0,10,5.0,0,0,-1,80
4.203,0,10,3.0,0,0,-1,80
4.315,0,10,1.0,0,0,-1,80
4.428,0,10,7.0,0,0,-1,80
4.540,0,10,7.0,0,0,-1,80
4.652,0,10,3.0,0,0,-1,80
4.765,0,10,3.0,0,0,-1,80
4.877,0,10,3.0,0,0,-1,80
4.989,0,10,3.0,0,0,-1,80
5.092,0,10,5.0,0,0,-1,80
5.194,0,10,5.0,0,0,-1,80
5.306,0,10,5.0,0,0,-1,80
