t_rel,height_cm,tof_cm,baro_rel_cm,yaw_deg,pitch_deg,roll_deg,battery_pct
0.000,0,10,0.0,0,0,0,32
0.110,0,10,-6.0,0,0,0,32
0.211,0,10,-6.0,0,0,0,32
0.327,0,10,-8.0,0,0,0,31
0.438,0,10,-8.0,0,0,0,31
0.550,0,10,-10.0,0,0,0,31
0.655,0,10,-2.0,0,0,0,31
0.761,0,10,-11.0,0,0,0,31
0.873,0,10,-11.0,0,0,0,31
0.977,0,10,-15.0,0,0,0,31
1.088,0,10,-14.0,0,0,0,31
1.193,0,10,-14.0,0,0,0,31
1.296,0,10,-12.0,0,0,0,31
1.408,0,10,-12.0,0,0,0,31
1.511,0,10,-9.0,0,0,0,31
1.629,0,10,-13.0,0,0,0,31
1.742,0,10,-13.0,0,0,0,31
1.850,0,10,-6.0,0,0,0,31
1.961,0,10,-6.0,0,0,0,31
2.074,0,10,-6.0,0,0,0,31
2.189,0,10,-6.0,0,0,0,31
2.300,0,10,-6.0,0,0,0,31
2.411,0,10,-6.0,0,0,0,30
2.523,0,10,-6.0,0,0,0,30
2.636,0,10,-12.0,0,0,0,30
2.748,0,10,-12.0,0,0,0,30
2.860,0,10,-10.0,0,0,0,30
2.961,0,10,-10.0,0,0,0,30
3.069,0,10,-8.0,0,0,0,30
3.182,0,10,-9.0,0,0,0,30
3.295,0,10,-9.0,0,0,0,30
3.407,0,10,-10.0,0,0,0,30
3.511,0,10,-10.0,0,0,0,30
3.622,0,10,-10.0,0,0,0,30
3.725,0,10,-10.0,0,0,0,30
3.829,0,10,-10.0,0,0,0,30
3.941,0,10,-10.0,0,0,0,30
4.044,0,10,-10.0,0,0,0,30
4.155,0,10,-10.0,0,0,0,30
4.262,0,24,36.0,0,0,0,30
4.375,0,24,36.0,0,0,0,30
4.486,0,32,42.0,0,0,0,29
4.597,0,32,42.0,0,0,0,29
4.708,20,63,75.0,0,0,0,29
4.821,20,63,75.0,0,0,0,29
4.932,30,88,99.0,0,-1,0,29
5.044,40,93,104.0,0,-1,0,29
5.156,40,97,102.0,0,-1,0,29
5.268,40,100,103.0,0,-1,0,29
5.380,40,101,115.0,0,-1,0,29
5.491,50,102,114.0,0,-1,0,29
5.604,50,102,116.0,0,0,0,29
5.716,50,102,111.0,0,0,0,29
5.826,50,100,108.0,0,0,0,29
5.936,50,99,103.0,0,0,0,29
6.049,50,99,108.0,0,0,0,29
6.160,50,96,106.0,0,0,0,29
6.272,50,94,107.0,0,0,0,29
6.384,50,93,101.0,0,0,0,28
6.496,40,90,106.0,0,0,0,28
6.607,40,88,108.0,0,0,0,28
6.719,40,87,91.0,0,0,0,28
6.831,40,85,96.0,0,0,0,28
6.943,40,83,93.0,0,0,0,28
7.054,40,81,95.0,0,0,0,28
7.167,40,78,100.0,0,0,0,28
7.279,30,77,94.0,0,0,0,28
7.390,30,76,99.0,0,0,0,28
7.501,30,76,94.0,0,0,0,28
7.614,30,74,92.0,0,0,0,28
7.725,30,74,98.0,0,0,0,28
7.838,30,73,90.0,0,0,0,28
7.950,30,72,92.0,0,0,0,28
8.061,30,72,90.0,0,0,0,28
8.173,30,71,87.0,0,0,0,28
8.285,30,71,88.0,0,1,0,28
8.397,30,71,81.0,0,0,0,27
8.509,30,72,93.0,0,0,0,27
8.621,30,71,90.0,0,0,0,27
8.733,30,72,79.0,0,0,0,27
8.846,30,72,86.0,0,0,0,27
8.958,30,72,89.0,0,0,0,27
9.072,30,72,94.0,0,0,0,27
9.183,30,72,84.0,0,0,0,27
9.295,30,72,95.0,0,0,0,27
9.406,30,71,94.0,0,0,0,27
9.517,30,72,92.0,0,0,0,27
9.629,30,72,89.0,0,0,0,27
9.741,30,72,89.0,0,0,0,27
9.854,30,72,87.0,0,0,0,27
9.966,30,72,87.0,0,0,0,27
10.077,30,73,89.0,0,0,1,27
10.188,30,74,81.0,0,0,1,27
10.299,30,74,89.0,0,0,0,27
10.412,30,74,95.0,0,0,0,26
10.524,30,74,92.0,0,0,0,26
10.636,30,74,93.0,0,0,0,26
10.750,30,75,94.0,0,0,0,26
10.862,30,74,87.0,0,0,0,26
10.973,30,75,83.0,0,0,0,26
11.084,30,75,85.0,0,0,0,26
11.196,30,76,90.0,0,0,0,26
11.307,30,75,97.0,0,0,0,26
11.420,30,75,83.0,0,0,0,26
11.533,30,75,85.0,0,0,0,26
11.646,30,74,86.0,0,0,0,26
11.758,30,75,89.0,0,0,0,26
11.864,30,75,86.0,0,0,0,26
11.975,30,75,81.0,0,0,0,26
12.081,30,75,93.0,0,0,0,26
12.195,30,75,94.0,0,0,0,26
12.300,30,77,95.0,0,0,0,26
12.401,30,79,98.0,0,0,0,25
12.511,40,81,93.0,0,0,0,25
12.622,40,83,89.0,0,0,0,25
12.730,40,86,100.0,0,-1,0,25
12.830,40,90,98.0,0,0,0,25
12.936,50,96,103.0,0,0,0,25
13.037,50,101,110.0,0,0,0,25
13.142,60,104,119.0,0,0,0,25
13.244,60,107,110.0,0,0,0,25
13.350,60,111,120.0,0,0,0,25
13.457,70,113,127.0,0,0,0,25
13.562,70,118,136.0,0,0,0,25
13.664,70,119,132.0,0,-1,0,25
