epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,232.552,1.9367,5.39438,2.49149,0.88511,0.79997,0.87837,0.53348,1.53912,2.38399,1.85324,0.00997537,0.00332512,0.00997537,0.00332512,0.00997537,0.00332512,0.00997537,0.00332512
2,445.057,1.2603,1.06269,1.41769,0.87355,0.79646,0.87271,0.49621,1.63116,1.56096,1.88329,0.0197776,0.00659254,0.0197776,0.00659254,0.0197776,0.00659254,0.0197776,0.00659254
3,656.032,1.21052,0.80562,1.35509,0.87391,0.77861,0.87329,0.53372,1.4761,1.24477,1.72221,0.0293819,0.00979395,0.0293819,0.00979395,0.0293819,0.00979395,0.0293819,0.00979395
4,963.572,1.12621,0.65214,1.28903,0.89578,0.76237,0.8356,0.50595,1.54954,0.99687,1.86036,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703
5,1178.6,1.0477,0.57756,1.23754,0.9116,0.78434,0.87395,0.4564,1.72295,1.0424,1.94725,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604
6,1478.9,1.01865,0.54652,1.2211,0.90521,0.83191,0.90479,0.53895,1.50283,0.86128,1.76955,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505
7,1689.32,0.99059,0.52314,1.19953,0.91727,0.819,0.87717,0.54982,1.47271,0.84535,1.76384,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
8,1899.58,0.95988,0.50218,1.18361,0.89269,0.82653,0.88692,0.56271,1.42387,0.74727,1.70386,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
9,2110.66,0.94574,0.48918,1.17627,0.88919,0.80553,0.8607,0.56551,1.52299,0.73503,1.87528,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
10,2321.45,0.92542,0.47033,1.15029,0.95818,0.77723,0.89305,0.60278,1.36947,0.73793,1.59142,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
11,2532.51,0.90672,0.46091,1.13716,0.8464,0.82303,0.83936,0.55547,1.48366,0.72274,1.78576,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
12,2743.06,0.9007,0.45608,1.13974,0.8533,0.85973,0.89803,0.60575,1.31558,0.65375,1.56751,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
13,2955.81,0.88576,0.44762,1.12955,0.8972,0.8432,0.88916,0.5844,1.41752,0.70318,1.72818,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
14,3167.78,0.87239,0.44143,1.11902,0.90158,0.87272,0.92054,0.6073,1.28415,0.62037,1.52259,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
15,3380.03,0.87131,0.43385,1.11221,0.89429,0.86437,0.91189,0.61359,1.2949,0.66278,1.59838,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
16,3592.35,0.84544,0.42053,1.10684,0.92983,0.80899,0.90817,0.62333,1.2201,0.65751,1.47512,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
17,3802.81,0.85208,0.42362,1.10235,0.90863,0.82633,0.9176,0.61284,1.2977,0.63625,1.60299,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
18,4013.13,0.84193,0.41418,1.10615,0.88159,0.84441,0.88869,0.59169,1.32198,0.67201,1.60391,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
19,4224.16,0.83401,0.41187,1.09388,0.88009,0.87767,0.90651,0.60495,1.29846,0.60313,1.56559,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
20,4435.78,0.82281,0.40436,1.09197,0.9058,0.87179,0.91445,0.62134,1.23411,0.5571,1.50583,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
21,4647.47,0.82846,0.40714,1.09452,0.87774,0.88151,0.90481,0.61037,1.29236,0.60915,1.58033,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
22,4858.87,0.81463,0.39829,1.08386,0.88741,0.84363,0.91274,0.62398,1.22166,0.60732,1.50098,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
23,5071.65,0.81181,0.39299,1.07801,0.92388,0.83164,0.91423,0.618,1.23678,0.59314,1.51379,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
24,5282.98,0.81004,0.39431,1.07909,0.90092,0.84814,0.91724,0.62177,1.2244,0.60498,1.49837,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
25,5495.12,0.80122,0.39151,1.07605,0.90327,0.85741,0.91498,0.62353,1.25308,0.56827,1.53592,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
26,5706.39,0.80921,0.38967,1.0753,0.90345,0.83686,0.89249,0.61751,1.27592,0.60455,1.54993,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
27,5918.46,0.79961,0.38733,1.07368,0.88405,0.86261,0.90857,0.6195,1.2482,0.56788,1.52012,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
